StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,product,price,range,availability,reviews,servicing,brand,experience
05-10-22 9:32,05-10-22 9:38,R_2tgGZaeZcZrNLhI,8.0,9.0,good product,0.011239871,0.101536274,0.88722384,Positive,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,,,,,,,,
05-10-22 9:34,05-10-22 9:39,R_3HTTYnSTBMbZw0U,7.0,,,0.0,0.528188825,0.0,,Chennai,22-25,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:35,05-10-22 9:39,R_6nHYAxHP7rLeGXL,,,,0.0,0.528188825,0.0,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Married, no kids ",,,,,,,,,,
05-10-22 9:32,05-10-22 9:39,R_pxZERepvuKv9wcN,9.0,,,0.0,0.528188825,0.0,,Chennai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:30,05-10-22 9:39,R_3JLBEXeJtOOjO4R,,,,0.0,0.528188825,0.0,,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:32,05-10-22 9:39,R_2sXyma0CzxkLSkE,,,,0.0,0.528188825,0.0,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
05-10-22 9:32,05-10-22 9:39,R_eKzlhFr6jBxTZNT,6.0,,,0.0,0.528188825,0.0,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:31,05-10-22 9:40,R_C8D2Ke28FPD1NPr,,10.0,Because they provide very modern and good looking furniture,0.003583429,0.056770325,0.939646244,Positive,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",,positive,,,,,,,
05-10-22 9:32,05-10-22 9:40,R_2zJ7SNuKjeRFK4s,,10.0,Because it is a very good brand and trustworthy ,0.002960712,0.052654818,0.944384456,Positive,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
05-10-22 9:32,05-10-22 9:40,R_21ySbou1hkdVwk3,,10.0,This is very trusted brand,0.005233625,0.190202326,0.804563999,Positive,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,positive,
05-10-22 9:33,05-10-22 9:41,R_2wMh9tdKEVzyXQe,7.0,,,0.0,0.528188825,0.0,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:32,05-10-22 9:41,R_2y967cTpzK05OJo,,10.0,Because I use Godrej ,0.060301516,0.779582977,0.16011551,Neutral,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:34,05-10-22 9:41,R_3D6X9lEkAeLDWt7,8.0,,,0.0,0.528188825,0.0,,Lucknow,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:33,05-10-22 9:42,R_1C1qWJZuyFZIS7E,,8.0,Because it’s so nice ,0.003207044,0.027593676,0.9691993,Positive,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,,,,,,,,
05-10-22 9:31,05-10-22 9:42,R_YSyboQYA5ea92zD,,9.0,Godrej is having good range of furnitures but little overpriced,0.028029094,0.222166613,0.749804318,Positive,Pune,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:32,05-10-22 9:43,R_2xFySDi2jyVdlTQ,2.0,,,0.0,0.528188825,0.0,,Kolkata,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Not working,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:33,05-10-22 9:43,R_2BgFh1b7CWiZuLY,,9.0,"Because it is long durable, rang also reason able. ",0.01095786,0.268896043,0.72014606,Positive,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",10-15 years old,,positive,,,,,,,
05-10-22 9:35,05-10-22 9:43,R_O1L1w5QQKpHD7vb,9.0,,,0.0,0.528188825,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:32,05-10-22 9:43,R_BRqsIB2w48C8f0B,,,,0.0,0.528188825,0.0,,Bangalore,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
05-10-22 9:31,05-10-22 9:43,R_3PEIhaZeMrh5Acu,5.0,7.0,"doesn't have good design, very old fashioned, quality not good",0.932022214,0.06204709,0.005930658,Negative,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,negative,,,,,,,
05-10-22 9:33,05-10-22 9:44,R_3iVyM8tcZBeKQGQ,9.0,,,0.0,0.528188825,0.0,,Ahmedabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:35,05-10-22 9:44,R_1KeZOzIeUPtCU4M,7.0,,,0.0,0.528188825,0.0,,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Government official,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:39,05-10-22 9:45,R_Dr5wFb4G01yPvvr,9.0,,,0.0,0.528188825,0.0,,Kochi,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:33,05-10-22 9:45,R_eEYym5J5vjzQDLj,8.0,9.0,I personally don't used ,0.468548775,0.49572435,0.035726883,Neutral,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:32,05-10-22 9:45,R_3lzfWHrUPk0wKO2,8.0,,,0.0,0.528188825,0.0,,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
05-10-22 9:32,05-10-22 9:45,R_2PAaNaWbzK0L0DV,10.0,10.0,it is safe and secure,0.012874936,0.29393059,0.693194509,Neutral,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:41,05-10-22 9:45,R_1n7NxdAOiKXGgEM,9.0,,,0.0,0.528188825,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:34,05-10-22 9:46,R_2dM953BbbtRnzVp,,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:38,05-10-22 9:46,R_2D5FGsVvTSV2vNM,9.0,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:39,05-10-22 9:46,R_2fBrj7nBYSVP3lQ,10.0,,,0.0,0.528188825,0.0,,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Above 35 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
05-10-22 9:35,05-10-22 9:46,R_1q84mTAf1qBb91z,8.0,8.0,It is in the market for longer time and it is reliable and quite affordable ,0.00372897,0.140029565,0.856241465,Positive,Pune,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,positive,
05-10-22 9:39,05-10-22 9:46,R_3HA1LZW71rojDTH,9.0,10.0,Worth it,0.022864431,0.569678903,0.407456756,Neutral,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:33,05-10-22 9:47,R_3EbaZtAc1Eegt9m,,5.0,Good,0.060793422,0.329427868,0.609778643,Neutral,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:40,05-10-22 9:47,R_3fIDqjV2AepoWOz,,,,0.0,0.528188825,0.0,,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,,,,,,,,
05-10-22 9:35,05-10-22 9:47,R_3L6blnBD7X6GSQ1,6.0,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,25-30 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,,,,,,,,
05-10-22 9:41,05-10-22 9:48,R_3oX5NykP9fmgt6b,,9.0,Godrej is old and reputated brand,0.580228627,0.400491804,0.019279482,Neutral,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,neutral,
05-10-22 9:39,05-10-22 9:48,R_1QxRfklSrjynJpW,,9.0,They have high qualitu products and all system is transparwnt and global level,0.018110808,0.498844028,0.483045161,Neutral,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,,,,,,,,
05-10-22 9:41,05-10-22 9:49,R_3qakvSdoFloxWUz,,,,0.0,0.528188825,0.0,,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",16-20 years old,,,,,,,,,
05-10-22 9:42,05-10-22 9:49,R_3hltbDir3mA9i4Z,,4.0,It is good,0.003523483,0.029105146,0.967371345,Positive,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,,,,,,,,,
05-10-22 9:33,05-10-22 9:49,R_xsISHoKx0gtM6DD,,8.0,Top brand ,0.028259115,0.351792365,0.619948566,Neutral,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,neutral,
05-10-22 9:33,05-10-22 9:50,R_6LjM4UtXnOCGtFf,,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
05-10-22 9:43,05-10-22 9:52,R_3oGDkAJAHczmmWI,,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,25-30 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
05-10-22 9:38,05-10-22 9:52,R_2wylJ6TPHhIcvyF,,,,0.0,0.528188825,0.0,,Lucknow,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
05-10-22 9:49,05-10-22 9:55,R_0MXae7lYPl47JM5,,,,0.0,0.528188825,0.0,,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
05-10-22 9:46,05-10-22 10:00,R_eD9JqD2FXnz8MCZ,,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
05-10-22 9:42,05-10-22 10:03,R_3qBur6UqMimP68a,,,,0.0,0.528188825,0.0,,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:27,06-10-22 1:36,R_2yqklpZhnUnVkcE,,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:33,06-10-22 1:40,R_1eRvEsjqQgns0ME,,8.0,Good ,0.027388943,0.235788778,0.736822248,Positive,New Delhi NCR,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:33,06-10-22 1:40,R_2RPsS3KmWwV6sif,10.0,10.0,I like the quality of their products ,0.004817498,0.054609455,0.940573037,Positive,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,positive,,,,,,,
06-10-22 1:30,06-10-22 1:43,R_SUE9iWVm6j6qiat,10.0,,,0.0,0.528188825,0.0,,Mumbai,26-30,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Refrigerator,Washing machine,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:33,06-10-22 1:44,R_3M40qmhxGyIkA3m,9.0,,,0.0,0.528188825,0.0,,Lucknow,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:33,06-10-22 1:44,R_3dXMfj9RyTnFt0o,,10.0,The brand name is good enough,0.011578239,0.149733335,0.838688433,Positive,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 1:33,06-10-22 1:46,R_BQg5NXPjulyWarv,,,,0.0,0.528188825,0.0,,Mumbai,18-21,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 1:42,06-10-22 1:47,R_1OjJaWPEULAmF4t,,,,0.0,0.528188825,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:33,06-10-22 1:47,R_C4bTnfph1SYZkqd,,8.0,Godrej is well known brand in India and furniture is also good quality ,0.003645117,0.114543811,0.881811082,Positive,Pune,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,,positive,,,,,,positive,
06-10-22 1:35,06-10-22 1:49,R_4GymAkYDr5b1sAh,10.0,,,0.0,0.528188825,0.0,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:34,06-10-22 1:49,R_21nvOH32OjOGiSJ,10.0,,,0.0,0.528188825,0.0,,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
06-10-22 1:34,06-10-22 1:50,R_3QRaiaFF9lQSkVe,7.0,7.0,,0.0,0.528188825,0.0,,Chennai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:44,06-10-22 1:50,R_3J3fjiggLwd1KFy,8.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
