StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,product,price,range,availability,reviews,servicing,brand,experience
06-10-22 9:53,06-10-22 10:12,R_2v1jKuxC5ITxSqB,8.0,7.0,Godrej is the best brand of furniture.,0.002594788,0.038377952,0.95902729,Positive,Chennai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Washing machine,Personal computer/ Laptop",Service (Rural or Urban),10-15 Lacs,"Married, no kids ",,,,,,,,,positive,
06-10-22 9:59,06-10-22 10:13,R_1LTZPTG4fCWwnEV,0.0,,,0.0,0.528188825,0.0,,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:57,06-10-22 10:13,R_215swc6IlTIaxoI,,9.0,Because of it's quality and lifeline ,0.019625684,0.49679482,0.483579457,Neutral,Lucknow,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,neutral,,,,,,,
06-10-22 10:00,06-10-22 10:13,R_1guTxfYMyJyWICz,,,,0.0,0.528188825,0.0,,Bangalore,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 9:25,06-10-22 10:14,R_3jW298hh8TBvz9G,,7.0,Godrej furniture looks good and are durable too.,0.002261141,0.033117339,0.964621484,Positive,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,positive,,,,,,,
06-10-22 9:52,06-10-22 10:14,R_1Hc8cm66BipMElD,8.0,0.0,I gave this score because I have lost trust in this brand ,0.901133061,0.092186891,0.006680003,Negative,Chennai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,negative,
06-10-22 9:57,06-10-22 10:14,R_3frwjht2ePJXhGr,,10.0,Because they deliver quality products and  services ,0.015617523,0.234424323,0.749958158,Positive,Mumbai,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,positive,,,,,,,
06-10-22 9:54,06-10-22 10:14,R_6YDpkwBUpobeiYN,,,,0.0,0.528188825,0.0,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:45,06-10-22 10:15,R_3nHLWZRvoSgIo3g,8.0,,,0.0,0.528188825,0.0,,Hyderabad,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 9:27,06-10-22 10:15,R_2tKxuhmYMIn9rD4,9.0,8.0,It's very good kitchen product ,0.002562189,0.029807201,0.967630565,Positive,Kolkata,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Government official,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:55,06-10-22 10:15,R_22tt4kHGjPW4qpr,9.0,9.0,Godrej in indeed been a trustworthy brand for a long back and has a good impact on every home. It is an incredible brand as well.,0.001379653,0.021102393,0.977517903,Positive,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,positive,
06-10-22 9:58,06-10-22 10:16,R_1goMww6LjszxhwX,,10.0,Godrej gives best quality products and it's very good features and quality ,0.002748216,0.034398668,0.962853074,Positive,Lucknow,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,,positive,,,,,,,
06-10-22 10:01,06-10-22 10:16,R_egKRZCVFOwHtfix,,,,0.0,0.528188825,0.0,,Chennai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:07,06-10-22 10:16,R_2y24U1mHdMLa1sR,10.0,10.0,,0.0,0.528188825,0.0,,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 9:17,06-10-22 10:18,R_1Kdb5oxdfgvVzV2,8.0,10.0,It is a brand that does not disappoint me everytime I buy the products.,0.007442351,0.05720811,0.935349464,Positive,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 10:01,06-10-22 10:18,R_PHeUXYmy4GqGV2h,9.0,10.0,Godrej produces the best durable products and is one of the brands i trust on the basis of durability,0.002198363,0.035975754,0.961825907,Positive,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,positive,,,,,,positive,
06-10-22 9:53,06-10-22 10:18,R_21pJwAD6cbxSBQ3,10.0,9.0,Because I like very much this product ,0.002829457,0.032547485,0.964623034,Positive,Hyderabad,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
06-10-22 10:03,06-10-22 10:18,R_2z6ApMZ27M88TRP,,5.0,,0.0,0.528188825,0.0,,Kolkata,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:49,06-10-22 10:19,R_2Y32fvpwse3ONl1,,8.0,Good ,0.027388943,0.235788778,0.736822248,Positive,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 10:12,06-10-22 10:19,R_3HXkaPjhE4vJDE0,,7.0,Good,0.060793422,0.329427868,0.609778643,Neutral,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:06,06-10-22 10:20,R_9NRlP1HhF9leorn,,,,0.0,0.528188825,0.0,,Kochi,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 10:03,06-10-22 10:20,R_UN5poow7Y2ZNzTr,9.0,9.0,Godrej is trustworthy company but I want modern technology and look in this brand like other brand according to my choice.,0.022995139,0.498322249,0.478682667,Neutral,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,neutral,,,,,,neutral,
06-10-22 10:07,06-10-22 10:20,R_1C2AnmVcAmq2Xzi,,8.0,It was a pretty good brand and so many years in field. ,0.006829306,0.075390041,0.917780697,Positive,Chennai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 10:10,06-10-22 10:20,R_3gXy7vzMcl9GUQU,,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:56,06-10-22 10:20,R_2q1MLX4vDb23id2,,10.0,"Godrej Interio is India's largest furniture brand in both home and institutional segments. We started our journey from manufacturing the humble Storwel cupboard 80 years back to an altogether new avatar with vibrant, innovative and diverse product portfolio – it's been a brilliant and exciting journey for us.",0.000879544,0.020488882,0.978631616,Positive,Kolkata,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,25-30 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 9:57,06-10-22 10:20,R_qL3Vt5CxpFJrItP,7.0,9.0,,0.0,0.528188825,0.0,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:29,06-10-22 10:21,R_3k56oPPyd0OF5fn,10.0,10.0,I like very much and very compatible. ,0.002340722,0.030555727,0.967103541,Positive,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 9:58,06-10-22 10:21,R_1isSvtQl8j4QE8x,,10.0,It is trustworthy brand from long long years ago,0.013459678,0.389038444,0.597501934,Neutral,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,neutral,
06-10-22 10:16,06-10-22 10:21,R_vYqUsBXteIUeTNT,,,,0.0,0.528188825,0.0,,Mumbai,41-45,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)",16-20 years old,,,,,,,,,
06-10-22 10:06,06-10-22 10:21,R_1JLOykymX7YhZ3D,10.0,10.0,It's good ,0.003795809,0.040912528,0.955291629,Positive,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:07,06-10-22 10:22,R_2cj6sbmdLvGdWgW,,9.0,i like this brand,0.004551332,0.075229555,0.920219123,Positive,Mumbai,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 9:56,06-10-22 10:22,R_2WvBEWcIibtMgkY,,10.0,It's a trusted brand and I used it from many years,0.005729962,0.222537398,0.771732628,Positive,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 9:46,06-10-22 10:22,R_1okcXCPocxINVg0,8.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,30-35 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:14,06-10-22 10:22,R_2vcYK7A8FRjcKMJ,,,,0.0,0.528188825,0.0,,Mumbai,46-50,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Other occupations,Below 5 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
06-10-22 10:11,06-10-22 10:22,R_1GrTAeH6qDc3kNb,,7.0,Good service,0.014578722,0.131904692,0.853516519,Positive,Bangalore,18-21,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:07,06-10-22 10:22,R_3ewwXTY2X9LBNMW,10.0,10.0,Because it is the best brand forever.,0.001755403,0.030185992,0.968058586,Positive,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,positive,
06-10-22 10:06,06-10-22 10:23,R_UFHV8ABOFX5CrFD,6.0,,,0.0,0.528188825,0.0,,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 9:57,06-10-22 10:23,R_3HwCV0PdxWvFcqE,4.0,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:06,06-10-22 10:23,R_1mlNsZ2fd1N8jFO,7.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:11,06-10-22 10:23,R_1FxnpdiBKi4SBuo,,8.0,It's very good quality service,0.004029091,0.033578582,0.96239233,Positive,Mumbai,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,positive,,,,,,,
06-10-22 10:09,06-10-22 10:23,R_2e2WXDdBtOrk3hi,4.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 9:53,06-10-22 10:24,R_2783mfL8cbrFaN0,8.0,,,0.0,0.528188825,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:12,06-10-22 10:24,R_2cvdnl6v9J5tNdN,,,,0.0,0.528188825,0.0,,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:16,06-10-22 10:24,R_vABP4tTMXzth5Ad,10.0,,,0.0,0.528188825,0.0,,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 10:16,06-10-22 10:24,R_8AM5T5js1MwtxaV,8.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:12,06-10-22 10:25,R_sC1wZhTpPAVwLa9,10.0,,,0.0,0.528188825,0.0,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
06-10-22 10:15,06-10-22 10:25,R_5zEIlVmGThV9rln,4.0,,,0.0,0.528188825,0.0,,Kochi,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), with kid(s)",16-20 years old,,,,,,,,,
06-10-22 10:12,06-10-22 10:25,R_r7JF6Y1fZiPuhDb,,8.0,Because I like the products of godrej very much it is very nice in long run with higher longevity. It is very good with better platform.,0.001198181,0.014658766,0.984143019,Positive,Kolkata,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 10:19,06-10-22 10:26,R_3EiKi3ApaBXDRRF,6.0,,,0.0,0.528188825,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 10:18,06-10-22 10:26,R_2cBC9rvTLFm2TYp,,10.0,"Their products and services are affordable, reliable ",0.003066648,0.072435416,0.924497962,Positive,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 10:13,06-10-22 10:26,R_3oZ0LeGWV1M3s0i,10.0,10.0,Love the product quality. Long lasting & efficient. Best customer service.,0.003795028,0.021564832,0.974640191,Positive,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,,positive,,,,,positive,,
06-10-22 10:12,06-10-22 10:26,R_12nK2POqcdcJhyF,,,,0.0,0.528188825,0.0,,Chennai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Shop or Store Owner,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 10:13,06-10-22 10:27,R_1lhpZCm168q37Ws,,10.0,Godrej interiors are very new to home,0.154385492,0.712129176,0.133485347,Neutral,Chennai,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
06-10-22 10:14,06-10-22 10:27,R_22LkXbnHjfdgq2D,,,,0.0,0.528188825,0.0,,Chennai,26-30,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:17,06-10-22 10:28,R_3JJaPllGEARx25F,,9.0,I have not been satisfied from the furnituresnby godrej. They are doing well in electronics and accessories but i don't think that hey have understood the furnitures market,0.690560639,0.279983074,0.02945629,Negative,New Delhi NCR,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 10:16,06-10-22 10:29,R_2fvaVxMC4jCI6yy,10.0,10.0,It is very useful and helpful,0.002048492,0.027158154,0.970793366,Positive,Kochi,31-35,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Homemaker (non-gender sensitive),,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
06-10-22 10:15,06-10-22 10:29,R_0rHg24g6JHUtXl7,,9.0,,0.0,0.528188825,0.0,,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 10:22,06-10-22 10:30,R_29a0DXt5153eyOe,8.0,,,0.0,0.528188825,0.0,,Chennai,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,,,,,,,,
