Unnamed: 0,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,Appliances-Text_Negative,Appliances-Text_Neutral,Appliances-Text_Positive,Locks-Text_Negative,Locks-Text_Neutral,Locks-Text_Positive,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Security-Text_Negative,Security-Text_Neutral,Security-Text_Positive,Appliances_label,Locks_label,Interio_label,Security_label
976,09-10-22 20:20,09-10-22 20:37,R_8CWM8aKxBC0Pc7T,,,10,Because of good quality ,,,10,Because of good quality ,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.013129774,0.225534439,0.76133579,0,0.528188825,0,0.013129774,0.225534439,0.76133579,,Positive,,Positive
977,09-10-22 20:25,09-10-22 20:37,R_20YSlvnJMhOvBYn,6,Don't have much experience with Godrej Products ,,,,,9,Best in industry in locks,Ahmedabad,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",10-15 years old,,0.527952433,0.451989591,0.020058047,0,0.528188825,0,0,0.528188825,0,0.018132886,0.338178128,0.643689036,Neutral,,,Neutral
978,09-10-22 20:30,09-10-22 20:37,R_2DSI7G9WDUSzTOe,,,,,,,10,Very nice and helpful inbox to work with you,Mumbai,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Government official,10-15 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.001479973,0.011840487,0.986679494,,,,Positive
979,09-10-22 20:29,09-10-22 20:37,R_3Gj0GUwNnf63jEE,,,,,,,,,Kolkata,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
980,09-10-22 20:32,09-10-22 20:37,R_339yzNdWY8FntDL,1,,,,,,,,Chennai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Single (includes divorced/ widowed), with kid(s)",16-20 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
981,09-10-22 20:20,09-10-22 20:37,R_3nUZTZ28MNheW5l,6,Godrej is a reliable brand ,,,,,5,"Because , I don't trust much on this brand ",New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,0.012669191,0.34647572,0.640855074,0,0.528188825,0,0,0.528188825,0,0.906930089,0.087919109,0.005150776,Neutral,,,Negative
982,09-10-22 20:25,09-10-22 20:37,R_2xYkU8BARf14lav,,,,,,,,,Chennai,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
983,09-10-22 20:33,09-10-22 20:37,R_3m2j4tfWspOVvJW,,,8,Good quality lockd,,,,,Kolkata,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Student,,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.018939406,0.354185164,0.626875401,0,0.528188825,0,0,0.528188825,0,,Neutral,,
984,09-10-22 20:25,09-10-22 20:37,R_26fkg31HiQ9VyJe,10,"It has kept it's legacy with an assured quality product no matter what the product is, it has maintained a quality that can be trusted. ",,,,,10,It's a brand that offers more than the customers had thought about a product before purchasing it. ,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.009401173,0.229569405,0.761029422,0,0.528188825,0,0,0.528188825,0,0.029677184,0.317484528,0.65283829,Positive,,,Neutral
985,09-10-22 20:22,09-10-22 20:37,R_1CKEPifavWKZg9f,,,9,High quality products long users ,,,,,Mumbai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0.012239778,0.271853656,0.71590656,0,0.528188825,0,0,0.528188825,0,,Positive,,
986,09-10-22 20:31,09-10-22 20:37,R_2VyEKG2UBIJ6NeP,8,Assurance,9,Cheap and best ,,,,,Chennai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.08980035,0.710702181,0.199497476,0.007738407,0.112892978,0.879368663,0,0.528188825,0,0,0.528188825,0,Neutral,Positive,,
987,09-10-22 20:21,09-10-22 20:37,R_2VaUHbL3z5jw9WT,,,9,It is very  secured ,10,Supper good product ,,,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.009897653,0.209747136,0.780355215,0.018549049,0.269850552,0.711600423,0,0.528188825,0,,Positive,Positive,
988,09-10-22 20:30,09-10-22 20:37,R_214egDjvlcE0NhG,,,,,,,10,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
989,09-10-22 20:28,09-10-22 20:37,R_2R4dZiFTRsP6qFt,8,They are not good for long run,,,,,8,Really great to save your house,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.949621856,0.046440411,0.003937778,0,0.528188825,0,0,0.528188825,0,0.004879844,0.061382927,0.933737159,Negative,,,Positive
990,09-10-22 20:25,09-10-22 20:37,R_1jMQCfkcVGs72Hk,8,,8,,,,,,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Shop or Store Owner,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
991,09-10-22 20:29,09-10-22 20:37,R_2Clmtv97yTHHhdr,,,,,9,Because it is best product,,,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.011796719,0.145930111,0.842273176,0,0.528188825,0,,,Positive,
992,09-10-22 20:04,09-10-22 20:37,R_3flZxBC1AbDC6BI,8,Customer service is not good,,,8,customer service is not good,,,Hyderabad,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.975523531,0.021995142,0.002481332,0,0.528188825,0,0.974728286,0.022656066,0.002615676,0,0.528188825,0,Negative,,Negative,
993,09-10-22 20:30,09-10-22 20:37,R_1f9Kjgbxw5PcZv9,5,I like it,,,,,8,I like it,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.010962408,0.110262469,0.87877512,0,0.528188825,0,0,0.528188825,0,0.010962408,0.110262469,0.87877512,Positive,,,Positive
994,09-10-22 20:28,09-10-22 20:37,R_2sYndm9PbLcH52p,,,6,60/100,8,80/100,,,Lucknow,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van",Government official,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.115257062,0.758235335,0.126507536,0.09526185,0.744307756,0.160430431,0,0.528188825,0,,Neutral,Neutral,
995,09-10-22 20:21,09-10-22 20:37,R_2OJ9zmJ2H5wC47P,,,10,Because godrej never compromise with its quality ans always provide better product to ensure security.,10,Because this brand never compromise with the quality of the product. And always delivers superior quality goods.,,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.029151289,0.334601283,0.636247397,0.00934247,0.122451872,0.868205607,0,0.528188825,0,,Neutral,Positive,
996,09-10-22 20:28,09-10-22 20:37,R_USfPN81SskA423v,7,I have used in the past it wasn't efficient and  quality is not good ,,,,,,,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Above 20 years old,,0.937972426,0.057300642,0.004726999,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Negative,,,
997,09-10-22 20:21,09-10-22 20:37,R_1INntPJeWEFv3Ix,5,Not new products are launched as per today's needs ,,,8,As per market pricing of the products are too high..,,,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)","Below 10 years old,Above 20 years old",,0.456452936,0.505815744,0.03773126,0,0.528188825,0,0.707471311,0.275373071,0.017155644,0,0.528188825,0,Neutral,,Negative,
998,09-10-22 20:25,09-10-22 20:37,R_rj5k4er0JGVkKR3,10,,,,10,,,,Chennai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
999,09-10-22 20:33,09-10-22 20:37,R_2dYeiioZXlKMfwi,,,10,Good morning and I hope you are having a ,,,10,Good morning and I hope you are having a great time in the next couple of days and I hope you are having a great time in the next couple of ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.002124647,0.049963426,0.947911918,0,0.528188825,0,0.001196752,0.015708882,0.983094394,,Positive,,Positive
1000,09-10-22 20:21,09-10-22 20:37,R_2VkfacO1yjB5rVc,10,This is one of the best brand in this field ,,,10,This is one of the best brand in this field and make outstanding products.,,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0.001613725,0.020000067,0.978386223,0,0.528188825,0,0.001600163,0.012822444,0.985577405,0,0.528188825,0,Positive,,Positive,
1001,09-10-22 20:29,09-10-22 20:37,R_3nr5llYW0kGfm8K,9,It gadls good quality of products,,,,,9,It had good product ,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0.018387992,0.302095294,0.679516733,0,0.528188825,0,0,0.528188825,0,0.005794231,0.0817746,0.912431121,Neutral,,,Positive
1002,09-10-22 20:20,09-10-22 20:37,R_PLftSI76EZsmThn,,,8,Because I know that brand locks are long lasting for years,,,9,Because I know that brand was very passionate about their products ,Hyderabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.019917058,0.461894065,0.518188894,0,0.528188825,0,0.007683612,0.162686855,0.82962954,,Neutral,,Positive
1003,09-10-22 20:20,09-10-22 20:37,R_1FIBrNl4uc6IplF,,,7,Because i used godrej lock they are stylish and secure,,,8,I have godrej safe and upto now there is no complaint from the safe,Mumbai,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Business owner or Industrialist with 50 or more employees,30-35 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,0,0.528188825,0,0.00506607,0.129939109,0.864994824,0,0.528188825,0,0.015011748,0.457152128,0.527836144,,Positive,,Neutral
1004,09-10-22 20:32,09-10-22 20:38,R_vSRFFkHQnJXwRfX,,,,,3,I used it's product and i was worth of them amount,3,Using it was great experience ,New Delhi NCR,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.030623848,0.633489847,0.335886329,0.005491873,0.047925737,0.946582317,,,Neutral,Positive
1005,09-10-22 20:21,09-10-22 20:38,R_WxrVM92l62srxKN,,,,,7,Because godrej is a very old and trusted brand. And i already have products of godrej in my home. ,9,"Range of options.
Good customer service.
Strong and trusted brand.
Love it.",New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.01723564,0.40398252,0.578781843,0.008165934,0.069647797,0.922186256,,,Neutral,Positive
1006,09-10-22 20:28,09-10-22 20:38,R_27pTv3oQ0er00i4,,,,,10,It gives good service,10,It has all thise features that i was looking for,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,0,0.528188825,0,0,0.528188825,0,0.007992998,0.074132718,0.917874277,0.013821698,0.237775207,0.748403132,,,Positive,Positive
1007,09-10-22 20:29,09-10-22 20:38,R_1l5BpgkKQe2VJ3o,10,It manufacturers good quality products ,10,It has great quality products ,,,,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.011879862,0.238626108,0.749494076,0.003806328,0.044505943,0.951687753,0,0.528188825,0,0,0.528188825,0,Positive,Positive,,
1008,09-10-22 20:34,09-10-22 20:38,R_3lYnNXSTxwyDWih,,,,,,,9,It's awesome ,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Married, with kid(s)",16-20 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.003037372,0.025703136,0.971259475,,,,Positive
1009,09-10-22 20:22,09-10-22 20:38,R_3h9Lfxa8ILuLU3K,8,"Godrej company is fine , it has to work on it's service center.",,,,,8,It's doing a great job regarding security and lockers,Mumbai,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",10-15 years old,,0.039546497,0.478859216,0.481594294,0,0.528188825,0,0,0.528188825,0,0.004300978,0.05981417,0.935884833,Neutral,,,Positive
1010,09-10-22 20:34,09-10-22 20:38,R_2YXt6cGDmxSs4rZ,,,,,,,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
1011,09-10-22 20:33,09-10-22 20:38,R_SAVVroXqHqZo4bT,,,10,I like its products quality ,,,10,I like its products ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,0,0.528188825,0,0.007140799,0.093519285,0.899339855,0,0.528188825,0,0.005764817,0.083045319,0.911189854,,Positive,,Positive
1012,09-10-22 20:29,09-10-22 20:38,R_3FW3sz0uk1Lk0su,10,Established brand and quality products ,,,10,Established brand ,,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, no kids ",,,0.033937682,0.555693507,0.4103688,0,0.528188825,0,0.11091318,0.782438994,0.106647819,0,0.528188825,0,Neutral,,Neutral,
1013,09-10-22 20:28,09-10-22 20:38,R_ALM968rmc3Agzn3,3,Good,,,6,Durable ,,,Kochi,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0.060793422,0.329427868,0.609778643,0,0.528188825,0,0.070849858,0.556788862,0.372361273,0,0.528188825,0,Neutral,,Neutral,
1014,09-10-22 20:29,09-10-22 20:38,R_1rHpoEEydmTxFjO,,,,,,,9,Excellent brand ,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.016212767,0.218353719,0.76543355,,,,Positive
1015,09-10-22 20:29,09-10-22 20:38,R_1pDNRQtPl3OFHmo,8,excellent products,,,,,10,excellent products,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0.006000095,0.054401271,0.93959862,0,0.528188825,0,0,0.528188825,0,0.006000095,0.054401271,0.93959862,Positive,,,Positive
1016,09-10-22 20:32,09-10-22 20:38,R_3sihZ7xY1dABsgD,9,I like it,,,9,I like it,,,Bangalore,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",10-15 years old,,0.010962408,0.110262469,0.87877512,0,0.528188825,0,0.010962408,0.110262469,0.87877512,0,0.528188825,0,Positive,,Positive,
1017,09-10-22 20:30,09-10-22 20:38,R_10Bn9Vk3zL2RGbT,,,8,Because safety matters,7,Because It's good,,,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0.108729847,0.750753284,0.140516892,0.007727171,0.108506821,0.883765996,0,0.528188825,0,,Neutral,Positive,
1018,09-10-22 20:30,09-10-22 20:38,R_240DgfL7ieZf4HS,,,,,10,I like the brand ,10,I like the brand ,Mumbai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Above 20 years old,,0,0.528188825,0,0,0.528188825,0,0.005453608,0.09420564,0.900340736,0.005453608,0.09420564,0.900340736,,,Positive,Positive
1019,09-10-22 20:25,09-10-22 20:38,R_R2pfpZb9HmdgXQJ,6,,,,8,,,,Hyderabad,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Shop or Store Owner,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
1020,09-10-22 20:31,09-10-22 20:38,R_1JJVVFYnCgQU0Js,10,Because of its customer service and good product quality ,,,8,Because of its product quality ,,,New Delhi NCR,18-21,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,,0.009010882,0.141205892,0.849783242,0,0.528188825,0,0.237416551,0.639066219,0.12351726,0,0.528188825,0,Positive,,Neutral,
1021,09-10-22 20:21,09-10-22 20:38,R_79EXsbmp0ekDPZD,,,,,9,8 on 10,10,Godrej is so treatable and reliable.. Hassle free system,Kolkata,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0,0.528188825,0,0.057764914,0.764141023,0.178094074,0.004500809,0.057518035,0.937981129,,,Neutral,Positive
1022,09-10-22 20:30,09-10-22 20:38,R_2Y8JmXNrVyPFdKB,,,,,,,9,I like this brand products thats why i gave these scores,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.00253835,0.043719303,0.953742325,,,,Positive
