Unnamed: 0,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,Appliances-Text_Negative,Appliances-Text_Neutral,Appliances-Text_Positive,Locks-Text_Negative,Locks-Text_Neutral,Locks-Text_Positive,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Security-Text_Negative,Security-Text_Neutral,Security-Text_Positive,Appliances_label,Locks_label,Interio_label,Security_label
26,05-10-22 9:32,05-10-22 9:38,R_2tgGZaeZcZrNLhI,8,good product,,,9,good product,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,0.011239871,0.101536274,0.88722384,0,0.528188825,0,0.011239871,0.101536274,0.88722384,0,0.528188825,0,Positive,,Positive,
27,05-10-22 9:34,05-10-22 9:39,R_3HTTYnSTBMbZw0U,7,because of its durability,,,,,,,Chennai,22-25,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,,0.064947769,0.70468688,0.230365291,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Neutral,,,
28,05-10-22 9:35,05-10-22 9:39,R_6nHYAxHP7rLeGXL,,,,,,,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Married, no kids ",,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
29,05-10-22 9:32,05-10-22 9:39,R_pxZERepvuKv9wcN,9,It is a premium brand .,10,It is high quality brand ,,,,,Chennai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.025401205,0.619448066,0.35515067,0.010153002,0.261644989,0.728201985,0,0.528188825,0,0,0.528188825,0,Neutral,Positive,,
30,05-10-22 9:30,05-10-22 9:39,R_3JLBEXeJtOOjO4R,,,10,I trust the brand and it's very secure and safe,,,,,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.001519617,0.049853988,0.948626339,0,0.528188825,0,0,0.528188825,0,,Positive,,
31,05-10-22 9:32,05-10-22 9:39,R_2sXyma0CzxkLSkE,,,,,,,8,Godrej is the well known brand of security,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.046595808,0.838485181,0.114918992,,,,Neutral
32,05-10-22 9:32,05-10-22 9:39,R_eKzlhFr6jBxTZNT,6,this is what I heard about it,,,,,,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,,0.097054102,0.838305414,0.064640477,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Neutral,,,
33,05-10-22 9:31,05-10-22 9:40,R_C8D2Ke28FPD1NPr,,,9,Because i like that very much due to its best durability and toughness,10,Because they provide very modern and good looking furniture,,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",,0,0.528188825,0,0.001749387,0.032146163,0.966104507,0.003583429,0.056770325,0.939646244,0,0.528188825,0,,Positive,Positive,
34,05-10-22 9:32,05-10-22 9:40,R_2zJ7SNuKjeRFK4s,,,10,Because it is a very good brand and trustworthy ,10,Because it is a very good brand and trustworthy ,,,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.002960712,0.052654818,0.944384456,0.002960712,0.052654818,0.944384456,0,0.528188825,0,,Positive,Positive,
35,05-10-22 9:32,05-10-22 9:40,R_21ySbou1hkdVwk3,,,,,10,This is very trusted brand,,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.005233625,0.190202326,0.804563999,0,0.528188825,0,,,Positive,
36,05-10-22 9:33,05-10-22 9:41,R_2wMh9tdKEVzyXQe,7,Service & availability is poor.,,,,,,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.918630421,0.074914292,0.006455266,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Negative,,,
37,05-10-22 9:32,05-10-22 9:41,R_2y967cTpzK05OJo,,,,,10,Because I use Godrej ,10,Because I like it as I use it.,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.060301516,0.779582977,0.16011551,0.021833962,0.306942672,0.671223342,,,Neutral,Neutral
38,05-10-22 9:34,05-10-22 9:41,R_3D6X9lEkAeLDWt7,8,It is best quality products ,,,,,10,This is best quality product,Lucknow,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.011544678,0.137400419,0.851054907,0,0.528188825,0,0,0.528188825,0,0.003899197,0.03237462,0.963726163,Positive,,,Positive
39,05-10-22 9:33,05-10-22 9:42,R_1C1qWJZuyFZIS7E,,,,,8,Because it’s so nice ,,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,0,0.528188825,0,0,0.528188825,0,0.003207044,0.027593676,0.9691993,0,0.528188825,0,,,Positive,
40,05-10-22 9:31,05-10-22 9:42,R_YSyboQYA5ea92zD,,,,,9,Godrej is having good range of furnitures but little overpriced,10,It has wonderful and effective security locks,Pune,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0,0.528188825,0,0.028029094,0.222166613,0.749804318,0.006000775,0.074493021,0.919506192,,,Positive,Positive
41,05-10-22 9:32,05-10-22 9:43,R_2xFySDi2jyVdlTQ,2,"Because it is bad
",,,,,10,Because its build quality is too good. ,Kolkata,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Not working,,"Single (includes divorced/ widowed), no kids ",,,0.908789516,0.084595792,0.006614671,0,0.528188825,0,0,0.528188825,0,0.576826632,0.315003932,0.108169444,Negative,,,Neutral
42,05-10-22 9:33,05-10-22 9:43,R_2BgFh1b7CWiZuLY,,,,,9,"Because it is long durable, rang also reason able. ",,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0,0.528188825,0,0.01095786,0.268896043,0.72014606,0,0.528188825,0,,,Positive,
43,05-10-22 9:35,05-10-22 9:43,R_O1L1w5QQKpHD7vb,9,Because it is a very good company and i like this compaany very much,,,,,,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0.001489392,0.010618951,0.987891674,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Positive,,,
44,05-10-22 9:32,05-10-22 9:43,R_BRqsIB2w48C8f0B,,,,,,,,,Bangalore,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Above 20 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,,,,
45,05-10-22 9:31,05-10-22 9:43,R_3PEIhaZeMrh5Acu,5,"because of it's after sales services, not having wide range of products",,,7,"doesn't have good design, very old fashioned, quality not good",,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,0.659144223,0.321893573,0.018962242,0,0.528188825,0,0.932022214,0.06204709,0.005930658,0,0.528188825,0,Negative,,Negative,
46,05-10-22 9:33,05-10-22 9:44,R_3iVyM8tcZBeKQGQ,9,,,,,,10,"The new version is a very good thing for a while, but I ",Ahmedabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.002283338,0.025816539,0.971900106,,,,Positive
47,05-10-22 9:35,05-10-22 9:44,R_1KeZOzIeUPtCU4M,7,Because I have used it's products and according to my experience I have rated it,,,,,8,Because I like its products and services ,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Government official,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.048322573,0.743274927,0.2084025,0,0.528188825,0,0,0.528188825,0,0.009008551,0.126009792,0.864981711,Neutral,,,Positive
48,05-10-22 9:39,05-10-22 9:45,R_Dr5wFb4G01yPvvr,9,I prefer other brands,,,,,,,Kochi,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.079479493,0.607137799,0.313382715,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Neutral,,,
49,05-10-22 9:33,05-10-22 9:45,R_eEYym5J5vjzQDLj,8,"I heard from my friend, personally don't used.",,,9,I personally don't used ,,,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.238832757,0.720539153,0.04062815,0,0.528188825,0,0.468548775,0.49572435,0.035726883,0,0.528188825,0,Neutral,,Neutral,
50,05-10-22 9:32,05-10-22 9:45,R_3lzfWHrUPk0wKO2,8,Their products are good but lack in finish look.,,,,,10,Godrej is No. 1 in Safe and Security Product.,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,0.357518226,0.433176607,0.209305197,0,0.528188825,0,0,0.528188825,0,0.00822035,0.437085807,0.554693818,Neutral,,,Neutral
51,05-10-22 9:32,05-10-22 9:45,R_2PAaNaWbzK0L0DV,10,it is a reputed company,,,10,it is safe and secure,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.072313525,0.819043219,0.108643316,0,0.528188825,0,0.012874936,0.29393059,0.693194509,0,0.528188825,0,Neutral,,Neutral,
52,05-10-22 9:41,05-10-22 9:45,R_1n7NxdAOiKXGgEM,9,Vdvdv dvdvdv fbfbfb f fbdvdvcfbfbd C fbfh,,,,,,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.196071357,0.7306422,0.073286407,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,Neutral,,,
53,05-10-22 9:34,05-10-22 9:46,R_2dM953BbbtRnzVp,,,10,"It is robust. It has evolved from simply a lock to a secure and modern age lock. Easily accessible, easily maintainable, easily serviceable.",,,10,It is easy to install and use. It is easily robust and strong.,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.005450342,0.116606653,0.877943039,0,0.528188825,0,0.003629162,0.051328283,0.945042551,,Positive,,Positive
54,05-10-22 9:38,05-10-22 9:46,R_2D5FGsVvTSV2vNM,9,Its a great brand and I love the locks and I have so many furnitres ,,,,,10,It's a great brand I love it. And its high quality,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.001676765,0.00960975,0.988713503,0,0.528188825,0,0,0.528188825,0,0.001643566,0.006936339,0.99142015,Positive,,,Positive
55,05-10-22 9:39,05-10-22 9:46,R_2fBrj7nBYSVP3lQ,10,Because I satisfied with thieir products ,9,Because it's matches with my requirements ,,,,,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Above 35 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,0.020560304,0.278335363,0.701104343,0.041323513,0.736503422,0.222173065,0,0.528188825,0,0,0.528188825,0,Positive,Neutral,,
56,05-10-22 9:35,05-10-22 9:46,R_1q84mTAf1qBb91z,8,It is trustworthy brand and it is in market for longer time,,,8,It is in the market for longer time and it is reliable and quite affordable ,,,Pune,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.004118889,0.233006373,0.762874723,0,0.528188825,0,0.00372897,0.140029565,0.856241465,0,0.528188825,0,Positive,,Positive,
57,05-10-22 9:39,05-10-22 9:46,R_3HA1LZW71rojDTH,9,Its worth,,,10,Worth it,,,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0.066199586,0.587826848,0.345973581,0,0.528188825,0,0.022864431,0.569678903,0.407456756,0,0.528188825,0,Neutral,,Neutral,
58,05-10-22 9:33,05-10-22 9:47,R_3EbaZtAc1Eegt9m,,,,,5,Good,9,Good ,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.060793422,0.329427868,0.609778643,0.027388943,0.235788778,0.736822248,,,Neutral,Positive
59,05-10-22 9:40,05-10-22 9:47,R_3fIDqjV2AepoWOz,,,8,Better Products.,,,7,Great Products.,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,0,0.528188825,0,0.134506419,0.554360926,0.31113264,0,0.528188825,0,0.011472566,0.097778387,0.890749097,,Neutral,,Positive
60,05-10-22 9:35,05-10-22 9:47,R_3L6blnBD7X6GSQ1,6,I'm not interested in that brand ,8,Nothing special about that brand ,,,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,25-30 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,0.896225035,0.096389547,0.007385424,0.593689621,0.362928599,0.043381766,0,0.528188825,0,0,0.528188825,0,Negative,Neutral,,
61,05-10-22 9:41,05-10-22 9:48,R_3oX5NykP9fmgt6b,,,,,9,Godrej is old and reputated brand,,,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0,0.528188825,0,0.580228627,0.400491804,0.019279482,0,0.528188825,0,,,Neutral,
62,05-10-22 9:39,05-10-22 9:48,R_1QxRfklSrjynJpW,,,,,9,They have high qualitu products and all system is transparwnt and global level,10,Again Thry have higher standard of Quality and all. They are also amongst the most trustworthy ones going on,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,0,0.528188825,0,0,0.528188825,0,0.018110808,0.498844028,0.483045161,0.003347132,0.100187413,0.896465421,,,Neutral,Positive
63,05-10-22 9:41,05-10-22 9:49,R_3qakvSdoFloxWUz,,,,,,,9,its the leader,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",16-20 years old,,0,0.528188825,0,0,0.528188825,0,0,0.528188825,0,0.099143662,0.713523269,0.187333092,,,,Neutral
64,05-10-22 9:42,05-10-22 9:49,R_3hltbDir3mA9i4Z,,,5,It is not good,4,It is good,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,,0,0.528188825,0,0.96893096,0.026730036,0.004338935,0.003523483,0.029105146,0.967371345,0,0.528188825,0,,Negative,Positive,
65,05-10-22 9:33,05-10-22 9:49,R_xsISHoKx0gtM6DD,,,10,Top brand ,8,Top brand ,,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.028259115,0.351792365,0.619948566,0.028259115,0.351792365,0.619948566,0,0.528188825,0,,Neutral,Neutral,
66,05-10-22 9:33,05-10-22 9:50,R_6LjM4UtXnOCGtFf,,,10,Easy to install security solutions ,,,10,Very good product and performance also good ,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.03183784,0.402180195,0.565981925,0,0.528188825,0,0.003791824,0.032584224,0.963624001,,Neutral,,Positive
67,05-10-22 9:43,05-10-22 9:52,R_3oGDkAJAHczmmWI,,,7,Because I use the product of this company and find out standing performance ,,,10,Because I use the product of this company and find out standing performance ,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,25-30 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0.116610013,0.736181557,0.147208482,0,0.528188825,0,0.116610013,0.736181557,0.147208482,,Neutral,,Neutral
68,05-10-22 9:38,05-10-22 9:52,R_2wylJ6TPHhIcvyF,,,10,It is very strong and safe product ,,,10,It is very strong and effective ,Lucknow,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,0,0.528188825,0,0.003185014,0.057047367,0.939767599,0,0.528188825,0,0.003810253,0.075954124,0.920235574,,Positive,,Positive
69,05-10-22 9:49,05-10-22 9:55,R_0MXae7lYPl47JM5,,,10,I like the quality ,,,10,I like it's products ,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,0,0.528188825,0,0.008200564,0.104338899,0.88746053,0,0.528188825,0,0.005913863,0.095521219,0.898564875,,Positive,,Positive
70,05-10-22 9:46,05-10-22 10:00,R_eD9JqD2FXnz8MCZ,,,9,I like their quality but sometime it's create problem,,,9,I like their design and quality.,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,0,0.528188825,0,0.44366166,0.452166438,0.104171895,0,0.528188825,0,0.003081345,0.046450965,0.950467646,,Neutral,,Positive
71,05-10-22 9:42,05-10-22 10:03,R_3qBur6UqMimP68a,,,10,BECAUSE I AM USING IT. ITS NICE LOCKS,,,10,BECAUSE I AM USING IT ,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,0,0.528188825,0,0.018851586,0.193929404,0.787218988,0,0.528188825,0,0.081972726,0.511358082,0.4066692,,Positive,,Neutral
