Unnamed: 0,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Appliances-Text_Negative,Appliances-Text_Neutral,Appliances-Text_Positive,Appliances_label,Locks-Score,Locks-Text,Locks-Text_Negative,Locks-Text_Neutral,Locks-Text_Positive,Locks_label,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,Security-Score,Security-Text,Security-Text_Negative,Security-Text_Neutral,Security-Text_Positive,Security_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
347,06-10-2022 10:26,06-10-2022 10:47,R_10ooVvXJibPx67h,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,7.0,,0.2395022064,0.5281888843,0.0,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
348,06-10-2022 10:03,06-10-2022 10:47,R_Q9XGjxECLUkgCid,9.0,Godrej is a trustable brand. I have used the godrej items in the near past. It was a good experience for me. Even I have used the godrej air power pocket. That's also good. So I will recommend this brand to my friends,0.0010850208,0.0104204826,0.988494277,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,I am currently using the Godrej safe in my home and also seen this safe in my relatives house. It is a trustable brand. Safe is durable. Locking system is just very good,0.0032229712,0.0506543629,0.9461225271,Promoter,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,
349,06-10-2022 10:43,06-10-2022 10:48,R_1HjedEjRuuLTAPE,,,0.2395022064,0.5281888843,0.0,,9.0,No reason ,0.3805653155,0.5420418382,0.0773928016,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Lucknow,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Business owner or Industrialist with 1-49 employees,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
350,06-10-2022 10:37,06-10-2022 10:48,R_1EaDrHgzcuvhnWY,7.0,I like those brands,0.009357715,0.164039433,0.8266028762,Promoter,,,0.2395022064,0.5281888843,0.0,,8.0,I like their brand quality ,0.0050144019,0.0872563198,0.9077292085,Promoter,,,0.2395022064,0.5281888843,0.0,,Chennai,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
351,06-10-2022 10:47,06-10-2022 10:51,R_2cCq6rEyfAxP1Lh,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,
352,06-10-2022 10:41,06-10-2022 10:52,R_1jU5yzDN17br3nQ,10.0,Good to handle,0.0209593009,0.2413555831,0.7376850247,Promoter,10.0,Very nice to handle,0.005873356,0.0489641167,0.9451625347,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Chennai,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,
353,06-10-2022 10:43,06-10-2022 10:52,R_2xRBLMTmxWJXYQP,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,
354,06-10-2022 10:30,06-10-2022 10:52,R_VJrAAVcZos5e8Lv,9.0,Godrej is a very famous and long standing brand with a good reputation,0.0017683868,0.0539340451,0.9442976117,Promoter,,,0.2395022064,0.5281888843,0.0,,10.0,"Godrej furniture is made of the best quality materials,it is good to look and durable also",0.002040067,0.0335576832,0.964402318,Promoter,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
355,06-10-2022 10:44,06-10-2022 10:53,R_2TGhfillEcklIpz,,,0.2395022064,0.5281888843,0.0,,8.0,Totally good but not effective ,0.6188096404,0.3060887456,0.0751015916,Detractor,9.0,Very good,0.0052738125,0.0428517386,0.9518744349,Promoter,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
356,06-10-2022 10:48,06-10-2022 10:55,R_3y3YIMXMIZECfiV,4.0,Godrej good but need to improve,0.036286328,0.3972532153,0.5664604306,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,5.0,Good but need to improve,0.0510158613,0.4326277375,0.516356349,passive,Bangalore,26-30,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
357,06-10-2022 10:45,06-10-2022 10:56,R_1mPZxJ1l8wCKxRP,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Mumbai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",10-15 years old,
358,06-10-2022 10:45,06-10-2022 10:57,R_2VHYdBsOUb0rmeD,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,THE PRODUCTS ARE OF HIGH QUALITY,0.0098148994,0.2215824872,0.7686026692,Promoter,10.0,The products are of high quality,0.0041974396,0.0805302486,0.9152722955,Promoter,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,
359,06-10-2022 10:49,06-10-2022 10:57,R_22QDMSyms9GEh32,,,0.2395022064,0.5281888843,0.0,,10.0,Because it is a good and reputed company ,0.0062639238,0.0988056064,0.8949305415,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
360,06-10-2022 10:45,06-10-2022 10:57,R_6QDqBKayNOjv117,,,0.2395022064,0.5281888843,0.0,,10.0,good locking system and long lasting ,0.0083127944,0.1786320955,0.8130550981,Promoter,10.0,long lasting and good design ,0.0076269214,0.195833683,0.7965393066,Promoter,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
361,06-10-2022 10:42,06-10-2022 10:59,R_22Y44Z7J9wwMY9j,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,It's items are very good and have reliable quality. ,0.0016465629,0.023501372,0.9748520255,Promoter,9.0,It's product range are very genuine. ,0.0030030485,0.0864629745,0.9105339646,Promoter,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,
362,06-10-2022 10:50,06-10-2022 10:59,R_2wGPcILmrMComfn,,,0.2395022064,0.5281888843,0.0,,8.0,It's nice ,0.0049966965,0.0532021001,0.9418011904,Promoter,,,0.2395022064,0.5281888843,0.0,,8.0,It is durable,0.0275742095,0.4664078355,0.5060179234,passive,Kochi,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,
363,06-10-2022 10:47,06-10-2022 11:00,R_W9cWxL1qbGW3dhD,,,0.2395022064,0.5281888843,0.0,,8.0,Because it is secure my door and locker. ,0.0319138244,0.5717228651,0.3963633776,passive,,,0.2395022064,0.5281888843,0.0,,9.0,Because it is fit for my security. ,0.0615913235,0.7122796774,0.2261288613,passive,Pune,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
364,06-10-2022 10:51,06-10-2022 11:01,R_1hFGhPZEDX8KGCS,7.0,Think company is okayish,0.0064163711,0.1891268045,0.80445683,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,9.0,I have no idea about the products but owing to the company I think they may be good,0.0029798744,0.0475690477,0.9494510889,Promoter,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
365,06-10-2022 10:53,06-10-2022 11:02,R_1Nfz9TQlDFGlAgi,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Pune,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
366,06-10-2022 10:45,06-10-2022 11:02,R_3QWrm7SPZbVFNIY,6.0,Because I got negative reviews from my relatives comparing other brands,0.8845802546,0.1109284163,0.0044912235,Detractor,10.0,Because I am currently using godrej locks.... Till now there is no complaints,0.0484166555,0.4684526026,0.4831308126,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
367,06-10-2022 10:53,06-10-2022 11:02,R_2Xpn6aCf54yZdVN,9.0,This is my personal opinion ,0.0975652784,0.8205857873,0.0818489715,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Government official,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
368,06-10-2022 10:56,06-10-2022 11:02,R_1lmEK0zqmxPl7mh,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,9.0,It's good brand ,0.0078906156,0.1383234262,0.8537858725,Promoter,9.0,Good product ,0.008755845,0.1015335545,0.8897106051,Promoter,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
369,06-10-2022 10:14,06-10-2022 11:03,R_1QuPOeTDoI18RtX,,,0.2395022064,0.5281888843,0.0,,10.0,Godrej is a trustworthy brand and always use this brand ,0.0039202636,0.1774237007,0.8186560273,Promoter,,,0.2395022064,0.5281888843,0.0,,10.0,"Godrej and Boyce Manufacturing Company Limited operates as a multi-commercial service provider. The Company engages in construction, engineering, manufacturing consumer durables, aerospace, defense, logistics, technology, health care, tooling, process equipment, material handling, locking, and storage solutions.",0.0275818296,0.8701925278,0.102225557,passive,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",16-20 years old,
370,06-10-2022 10:51,06-10-2022 11:03,R_3h9GBBgn0FMsMl2,7.0,Please godrej appliances that i have buyed in past give me the value of  my money and very good experience of this brand,0.0176522527,0.1947218776,0.7876257896,Promoter,,,0.2395022064,0.5281888843,0.0,,10.0,Because i am really impressed by godrej applicances that i am using ,0.0023640229,0.0356542766,0.9619815946,Promoter,,,0.2395022064,0.5281888843,0.0,,Mumbai,18-21,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
371,06-10-2022 10:46,06-10-2022 11:03,R_1dGCjtHdk5L3Co7,8.0,I am satisfied with this brand,0.0033216362,0.0529217422,0.9437564611,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,9.0,I am happy with this brand,0.0012875648,0.0172055904,0.9815068841,Promoter,Kolkata,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
372,06-10-2022 10:57,06-10-2022 11:04,R_24INgWX7Znezvei,8.0,Very good product,0.0044138646,0.0349247716,0.9606612325,Promoter,9.0,Very good product and good quality,0.0039804364,0.0325129852,0.963506639,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
373,06-10-2022 10:54,06-10-2022 11:04,R_1hYfEz2bxzCElbZ,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
374,06-10-2022 10:53,06-10-2022 11:04,R_1jjGAhCD4m4ek6K,,,0.2395022064,0.5281888843,0.0,,10.0,The design ang strength,0.0584718138,0.7341880798,0.2073400766,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
375,06-10-2022 09:22,06-10-2022 11:04,R_3O6UcTOzrdG50BO,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,9.0,I have security locker of godrej and it's easy to use and secure,0.0042613149,0.1369345188,0.8588040471,Promoter,Ahmedabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
376,06-10-2022 10:46,06-10-2022 11:07,R_2PBBTYiCldXxzo7,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,7.0,i try to this product.and thevsame product is available to lower price in another brand,0.0202030838,0.5619210005,0.4178758562,passive,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
377,06-10-2022 10:50,06-10-2022 11:07,R_becrUyT9Ua6HOCZ,7.0,Through my experience used it though has to come up with new ideas,0.0265602432,0.7033045888,0.2701352239,passive,,,0.2395022064,0.5281888843,0.0,,6.0,I have used it its good but lacks variety ,0.2851997614,0.4334131777,0.2813870311,passive,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
378,06-10-2022 10:57,06-10-2022 11:07,R_RmELKH8hTxF3zKV,,,0.2395022064,0.5281888843,0.0,,10.0,it is very good brand,0.0033871643,0.03801452,0.9585984349,Promoter,10.0,it is one of the good brand for use,0.002054217,0.0326357,0.9653100371,Promoter,,,0.2395022064,0.5281888843,0.0,,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",10-15 years old,
379,06-10-2022 10:58,06-10-2022 11:08,R_1I6MyRiylBPEkO1,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,"Well, the brand is indeed trustworthy and used for a long time back. It is indeed credible among people.",0.0029922449,0.1084383428,0.888569355,Promoter,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
380,06-10-2022 10:43,06-10-2022 11:09,R_2sSGmnSefyPdKWr,10.0,It's Global and Trustworthy Brand Since long and continuously gives services to their customers worldwide ,0.0031494554,0.1459746361,0.8508758545,Promoter,,,0.2395022064,0.5281888843,0.0,,10.0,Godrej is a Global and most Trustworthy Brand Since long.,0.0031894825,0.1178098917,0.8790006042,Promoter,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
381,06-10-2022 11:05,06-10-2022 11:09,R_3efsXX6iGFaceSy,7.0,Is it possible to get,0.0999827832,0.8463050127,0.05371226,passive,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,20-25 Lacs,"Married, with kid(s)",10-15 years old,
382,06-10-2022 10:59,06-10-2022 11:09,R_2dRSm3VEQTQnEaV,8.0,Good brand with promising product ,0.0026109978,0.0542300306,0.9431590438,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,Very prominent and useful piece of product ,0.0034712523,0.0700102299,0.9265186787,Promoter,Kolkata,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
383,06-10-2022 10:43,06-10-2022 11:09,R_3dRH6o7k21XzIB5,,,0.2395022064,0.5281888843,0.0,,10.0,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,10.0,Because I am using this brand from 10 years ago,0.0914778113,0.8151636124,0.0933586732,passive,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
384,06-10-2022 10:57,06-10-2022 11:09,R_1djcu2XEhAXv2fd,5.0,"For me, it's outdated.",0.5950035453,0.3768798709,0.0281165782,passive,,,0.2395022064,0.5281888843,0.0,,7.0,Godrej Interio products range is classy and stylish.,0.0014267669,0.0442687422,0.9543045759,Promoter,,,0.2395022064,0.5281888843,0.0,,Lucknow,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
385,06-10-2022 10:57,06-10-2022 11:11,R_BxNUy5ZFgwhcTqF,8.0,This brand performs good ,0.0026921988,0.0653963238,0.9319116473,Promoter,,,0.2395022064,0.5281888843,0.0,,9.0,This brand is long lasting possessing a reputed heritage,0.0028547817,0.1637209803,0.8334242702,Promoter,,,0.2395022064,0.5281888843,0.0,,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,
386,06-10-2022 11:06,06-10-2022 11:11,R_3FK8c4jtr4dgeDa,2.0,Because I like it,0.0249264967,0.2481272221,0.7269461155,Promoter,,,0.2395022064,0.5281888843,0.0,,,,0.2395022064,0.5281888843,0.0,,7.0,Because it is good ,0.00709975,0.0882165581,0.9046837687,Promoter,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,
387,06-10-2022 11:01,06-10-2022 11:12,R_2BnsFvYspchx7d4,7.0,"Because godrej ina good company and also provides good product 
",0.0068205385,0.0868478343,0.9063316584,Promoter,,,0.2395022064,0.5281888843,0.0,,9.0,Because godrej is a good company that provides a good product ,0.0031955305,0.0423681736,0.954436481,Promoter,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
388,06-10-2022 10:59,06-10-2022 11:12,R_9A0NGNtBfKFqR5T,9.0,Its a reputed brand ,0.1308784336,0.7663016915,0.1028198674,passive,,,0.2395022064,0.5281888843,0.0,,9.0,Its a well known brand ,0.0399793684,0.6218054891,0.3382150531,passive,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
389,06-10-2022 10:47,06-10-2022 11:12,R_22RI4tOTh2xnDAI,9.0,It's been a good experience with godrej products,0.0013713646,0.0175848491,0.9810439348,Promoter,,,0.2395022064,0.5281888843,0.0,,9.0,Godrej has been always good,0.0047221608,0.0662351847,0.929042697,Promoter,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
