StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
09-10-2022 19:46,09-10-2022 19:55,R_29fWKzGz36p02N7,10.0,,,0.2395022064,0.5281888843,0.0,,Chennai,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:46,09-10-2022 19:55,R_XTkORuDMlVb8kUh,8.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:44,09-10-2022 19:55,R_21HBEmYUDD7VXRe,8.0,9.0,Its good and trusted ,0.0072157369,0.1386568248,0.8541274667,Promoter,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:46,09-10-2022 19:56,R_zeBadBs4bKpW8Q9,,,,0.2395022064,0.5281888843,0.0,,Pune,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Service (Rural or Urban),Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:51,09-10-2022 19:56,R_Atcc7hb5OMKUw3D,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",16-20 years old,
09-10-2022 19:48,09-10-2022 19:57,R_3J2BH0Vfam7ISHF,9.0,9.0,sfdsfdsfdf,0.2833113372,0.6075925827,0.1090960503,passive,Hyderabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:49,09-10-2022 19:57,R_79Y6cj5S2hSjuZr,,8.0,Very nice looking bhai ye video call Karo to be ,0.0027739059,0.0484722331,0.9487538934,Promoter,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:49,09-10-2022 19:57,R_Yawrfj4g2EJvnUZ,,,,0.2395022064,0.5281888843,0.0,,Hyderabad,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:45,09-10-2022 19:57,R_12DoB60cyeXAyLu,,,,0.2395022064,0.5281888843,0.0,,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Above 20 years old,
09-10-2022 19:45,09-10-2022 19:58,R_1jwbrRrjvKIsc0Y,10.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:48,09-10-2022 19:58,R_1Kx0bzzc5KkXKP3,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:45,09-10-2022 19:58,R_2qmXIDrgPkKwqdT,9.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:47,09-10-2022 19:59,R_232WjN0adPV4D1u,,,,0.2395022064,0.5281888843,0.0,,Hyderabad,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Shop or Store Owner,Below 5 Lacs,"Married, with kid(s)","Below 10 years old,Above 20 years old",
09-10-2022 19:52,09-10-2022 19:59,R_1mxXxFzhFKQP6wX,8.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Junior/ Supervisory,20-25 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:47,09-10-2022 20:00,R_3Rfl5vLTLmZSbAL,,8.0,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:56,09-10-2022 20:01,R_11WL6ruLTmJdJXw,9.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",16-20 years old,
09-10-2022 19:50,09-10-2022 20:01,R_3KW8wb1moIVHmQZ,,8.0,Because i like it ,0.01996902,0.1795660406,0.8004649282,Promoter,New Delhi NCR,26-30,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:45,09-10-2022 20:02,R_eMeijdXFLTOytYl,,10.0,,0.2395022064,0.5281888843,0.0,,Kochi,18-21,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Single (includes divorced/ widowed), with kid(s)",16-20 years old,
09-10-2022 19:48,09-10-2022 20:02,R_2zHBxWHuXP7Onut,,9.0,"Oldest, trusted, widely used and readily available.",0.0229818262,0.5874901414,0.3895280063,passive,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:45,09-10-2022 20:02,R_WB5vZ9zeLgNsMjT,10.0,,,0.2395022064,0.5281888843,0.0,,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:45,09-10-2022 20:03,R_3oHYRHYiiZjo7HD,9.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Government official,15-20 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old,Above 20 years old",
09-10-2022 19:56,09-10-2022 20:03,R_1K78Eqf7ub6h75Y,8.0,,,0.2395022064,0.5281888843,0.0,,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:50,09-10-2022 20:04,R_1Ks7rlYXnd98dkq,,9.0,Very good brands for daily usage,0.003374425,0.0882828385,0.9083428383,Promoter,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:46,09-10-2022 20:04,R_2YxD7CMb0pPbqmP,,8.0,This product is in awesome quality ,0.0026660191,0.0276368596,0.969697237,Promoter,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Below 10 years old,
09-10-2022 19:46,09-10-2022 20:04,R_12SjG1qZL3kF7vZ,6.0,8.0,The quality is good and it's cheaper than its competitors with new modern designs,0.0046009999,0.0486050621,0.9467940331,Promoter,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,
09-10-2022 19:48,09-10-2022 20:05,R_ZEKK9gZCvs2JT6V,5.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:57,09-10-2022 20:05,R_10AibNiVCW1aJFl,9.0,9.0,Innovative and creative brand its durability is for long life,0.0036996207,0.1533143073,0.8429861069,Promoter,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:49,09-10-2022 20:06,R_2ru7wnPxbw9FQqM,,10.0,Godrej Very good and fantastic and Top,0.0029664361,0.0308274925,0.9662061334,Promoter,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 20:02,09-10-2022 20:06,R_eCzIskFmS9E6wyl,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:56,09-10-2022 20:06,R_2Yt9f2HryPvyv55,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 19:45,09-10-2022 20:07,R_1lbCICjt5ofAcaI,,10.0,Godrej is long lasting brand for furniture and its production doesn't have any complaint in minimum 10 years,0.0078814439,0.1674118638,0.824706614,Promoter,New Delhi NCR,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:00,09-10-2022 20:07,R_6zAAAzvXeTR5fgt,,,,0.2395022064,0.5281888843,0.0,,Kolkata,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
09-10-2022 19:47,09-10-2022 20:07,R_1d4hoHIeFleTWhe,9.0,,,0.2395022064,0.5281888843,0.0,,Pune,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Homemaker (non-gender sensitive),,"Married, with kid(s)","10-15 years old,16-20 years old",
09-10-2022 19:56,09-10-2022 20:07,R_Q49wmtZKjIGLXOh,10.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:03,09-10-2022 20:08,R_1kOnmH1eW8eYqSi,,,,0.2395022064,0.5281888843,0.0,,Mumbai,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:49,09-10-2022 20:08,R_ZlzlybJ3j21FJND,,10.0,Because it's very trustable and good product and his network is every where ,0.0031205416,0.0474207513,0.9494587779,Promoter,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 20:01,09-10-2022 20:09,R_SV863vPi6WATRwB,,10.0,Because i like the godrej furniture.,0.0116537688,0.2109487504,0.7773975134,Promoter,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",16-20 years old,
09-10-2022 20:05,09-10-2022 20:09,R_3ezayJ7i6KJ7WUt,,,,0.2395022064,0.5281888843,0.0,,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
09-10-2022 20:01,09-10-2022 20:09,R_27VBqJmTRxBZcTW,9.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:00,09-10-2022 20:09,R_10VD0vypkkO8DZT,,10.0,💯 and good,0.0169130564,0.2081418484,0.7749451995,Promoter,Lucknow,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:05,09-10-2022 20:10,R_2QfEUUPDRI3Txqa,7.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Unemployed,,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:03,09-10-2022 20:10,R_9RJqHeb39YQ3nEd,,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, no kids ",,
09-10-2022 20:04,09-10-2022 20:10,R_3EX85kCgauJ2jEm,,10.0,I am using it from a long time and experience is good,0.0020443506,0.0233380664,0.97461766,Promoter,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:04,09-10-2022 20:10,R_2X7kSIwtL5uPO1E,10.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 19:45,09-10-2022 20:11,R_24NV4YRH29I23xW,7.0,9.0,Godrej has very good quality furniture which can be used years and years and regarding stroage unit first name came in the mind is godrej only,0.0034289414,0.0498582758,0.9467127919,Promoter,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:51,09-10-2022 20:11,R_3fV0HuWBlGgCEoc,9.0,,,0.2395022064,0.5281888843,0.0,,Chennai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 20:04,09-10-2022 20:11,R_2qyk9B7rgPKqSXM,,7.0,Because of provide good quality furniture of,0.0144050401,0.3598056734,0.6257891059,passive,Pune,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
09-10-2022 20:02,09-10-2022 20:11,R_2diujAvyEq2NrDy,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Above 20 years old,
09-10-2022 20:01,09-10-2022 20:11,R_2CW072ewZNyMFoA,10.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:00,09-10-2022 20:11,R_tXnbRhFtJ7uyAlH,,10.0,Godrej is a top class brand in home furniture storage. We had been using this brand for so long and it's build quality is just amazing with premium looks,0.0015468153,0.0142752361,0.9841778874,Promoter,Kolkata,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:02,09-10-2022 20:11,R_22sosjjM0X17ecj,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,
09-10-2022 20:00,09-10-2022 20:11,R_UoxbjgA0y3aBHdn,,10.0,Because godrej is a very good brand for home appliances and it has so many good product and i also like this brand very much ,0.0012576975,0.0117828902,0.9869593382,Promoter,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,
09-10-2022 19:56,09-10-2022 20:11,R_2QY89VykdQ28Ntf,10.0,,,0.2395022064,0.5281888843,0.0,,Chennai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Married, with kid(s)",Above 20 years old,
09-10-2022 20:01,09-10-2022 20:12,R_32R4RzI5eEZtF7q,6.0,,,0.2395022064,0.5281888843,0.0,,Lucknow,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Other occupations,Below 5 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
09-10-2022 19:56,09-10-2022 20:12,R_2rZ2JquUxcADaVD,,8.0,Godrej furniture is good but bit costly,0.0689293146,0.3524275124,0.5786432624,passive,Pune,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)","Below 10 years old,16-20 years old",
09-10-2022 20:04,09-10-2022 20:12,R_3iCq8JRR42TWQVJ,,6.0,It doesn't operate in this sector,0.4958541095,0.4815765023,0.0225693714,passive,Ahmedabad,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:03,09-10-2022 20:12,R_1OObnIJYW9v8zAt,9.0,8.0,I like the product of godrej. It is a premium brand. ,0.0025857717,0.04497464,0.9524397254,Promoter,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
09-10-2022 19:44,09-10-2022 20:12,R_DCcW1mxmF91KfqV,7.0,7.0,The products of that brand is good and reliable,0.0026364974,0.0754446238,0.9219187498,Promoter,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
09-10-2022 20:01,09-10-2022 20:12,R_9XN1ZRjjKsPoMQV,,10.0,It is the only company I have more truth on their products and they maintain a good relation with customers,0.0034118586,0.0684982985,0.9280898571,Promoter,Chennai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Shop or Store Owner,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
