0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,score,text,text_Negative,text_Neutral,text_Positive,label,score1,text.1,text.1_Negative,text.1_Neutral,text.1_Positive,label1,score2,text.2,text.2_Negative,text.2_Neutral,text.2_Positive,label2,score3,text.3,text.3_Negative,text.3_Neutral,text.3_Positive,label3,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
369,06-10-22 10:14,06-10-22 11:03,R_1QuPOeTDoI18RtX,,,0.239502162,0.528188825,0.232308999,  ,,Godrej is a trustworthy brand and always use this brand ,0.003920264,0.177423671,0.818656027,  ,,,0.003920264,0.177423671,0.818656027,  ,,"Godrej and Boyce Manufacturing Company Limited operates as a multi-commercial service provider. The Company engages in construction, engineering, manufacturing consumer durables, aerospace, defense, logistics, technology, health care, tooling, process equipment, material handling, locking, and storage solutions.",0.003920264,0.177423671,0.818656027,  ,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",16-20 years old,,Executive-Middle/ Senior management
370,06-10-22 10:51,06-10-22 11:03,R_3h9GBBgn0FMsMl2,7.0,Please godrej appliances that i have buyed in past give me the value of  my money and very good experience of this brand,0.017652249,0.194721967,0.78762573,Revised Promoter,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,Because i am really impressed by godrej applicances that i am using ,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,Mumbai,18-21,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
371,06-10-22 10:46,06-10-22 11:03,R_1dGCjtHdk5L3Co7,8.0,I am satisfied with this brand,0.00332163,0.052921701,0.9437567,Promoter,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,I am happy with this brand,0.239502162,0.528188825,0.232308999,Detractor,Kolkata,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Service (Rural or Urban)
372,06-10-22 10:57,06-10-22 11:04,R_24INgWX7Znezvei,8.0,Very good product,0.004413863,0.034924775,0.960661292,Promoter,8.0,Very good product and good quality,0.003980435,0.032512959,0.963506579,Promoter,8.0,,0.003980435,0.032512959,0.963506579,Promoter,8.0,,0.003980435,0.032512959,0.963506579,Promoter,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Executive-Junior/ Supervisory
373,06-10-22 10:54,06-10-22 11:04,R_1hYfEz2bxzCElbZ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Other occupations
374,06-10-22 10:53,06-10-22 11:04,R_1jjGAhCD4m4ek6K,,,0.239502162,0.528188825,0.232308999,  ,,The design ang strength,0.058471799,0.734187961,0.207340211,  ,,,0.058471799,0.734187961,0.207340211,  ,,,0.058471799,0.734187961,0.207340211,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
375,06-10-22 9:22,06-10-22 11:04,R_3O6UcTOzrdG50BO,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,I have security locker of godrej and it's easy to use and secure,0.239502162,0.528188825,0.232308999,  ,Ahmedabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Junior/ Supervisory
376,06-10-22 10:46,06-10-22 11:07,R_2PBBTYiCldXxzo7,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,i try to this product.and thevsame product is available to lower price in another brand,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
377,06-10-22 10:50,06-10-22 11:07,R_becrUyT9Ua6HOCZ,7.0,Through my experience used it though has to come up with new ideas,0.026560243,0.70330435,0.270135462,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,I have used it its good but lacks variety ,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
378,06-10-22 10:57,06-10-22 11:07,R_RmELKH8hTxF3zKV,,,0.239502162,0.528188825,0.232308999,  ,,it is very good brand,0.003387164,0.03801449,0.958598375,  ,,it is one of the good brand for use,0.003387164,0.03801449,0.958598375,  ,,,0.003387164,0.03801449,0.958598375,  ,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",10-15 years old,,Executive-Middle/ Senior management
379,06-10-22 10:58,06-10-22 11:08,R_1I6MyRiylBPEkO1,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,"Well, the brand is indeed trustworthy and used for a long time back. It is indeed credible among people.",0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,,Executive-Junior/ Supervisory
380,06-10-22 10:43,06-10-22 11:09,R_2sSGmnSefyPdKWr,,It's Global and Trustworthy Brand Since long and continuously gives services to their customers worldwide ,0.003149455,0.145974755,0.850875735,  ,,,0.239502162,0.528188825,0.232308999,  ,,Godrej is a Global and most Trustworthy Brand Since long.,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,Business owner or Industrialist with 1-49 employees
381,06-10-22 11:05,06-10-22 11:09,R_3efsXX6iGFaceSy,7.0,Is it possible to get,0.099982865,0.846304893,0.05371229,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,20-25 Lacs,"Married, with kid(s)",10-15 years old,,Importer or Trader
382,06-10-22 10:59,06-10-22 11:09,R_2dRSm3VEQTQnEaV,8.0,Good brand with promising product ,0.002610999,0.054230053,0.943158865,Promoter,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,Very prominent and useful piece of product ,0.239502162,0.528188825,0.232308999,Detractor,Kolkata,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Junior/ Supervisory
383,06-10-22 10:43,06-10-22 11:09,R_3dRH6o7k21XzIB5,,,0.239502162,0.528188825,0.232308999,  ,,100,0.187079951,0.567601323,0.245318696,  ,,,0.187079951,0.567601323,0.245318696,  ,,Because I am using this brand from 10 years ago,0.187079951,0.567601323,0.245318696,  ,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Executive-Junior/ Supervisory
384,06-10-22 10:57,06-10-22 11:09,R_1djcu2XEhAXv2fd,5.0,"For me, it's outdated.",0.595003247,0.376880169,0.028116617,Detractor,5.0,,0.239502162,0.528188825,0.232308999,Detractor,5.0,Godrej Interio products range is classy and stylish.,0.239502162,0.528188825,0.232308999,Detractor,5.0,,0.239502162,0.528188825,0.232308999,Detractor,Lucknow,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Junior/ Supervisory
385,06-10-22 10:57,06-10-22 11:11,R_BxNUy5ZFgwhcTqF,8.0,This brand performs good ,0.002692198,0.065396331,0.931911528,Promoter,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,This brand is long lasting possessing a reputed heritage,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,,Unemployed
386,06-10-22 11:06,06-10-22 11:11,R_3FK8c4jtr4dgeDa,2.0,Because I like it,0.024926443,0.248126954,0.726946652,Revised Promoter,2.0,,0.239502162,0.528188825,0.232308999,Detractor,2.0,,0.239502162,0.528188825,0.232308999,Detractor,2.0,Because it is good ,0.239502162,0.528188825,0.232308999,Detractor,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
387,06-10-22 11:01,06-10-22 11:12,R_2BnsFvYspchx7d4,7.0,"Because godrej ina good company and also provides good product 
",0.006266978,0.082922883,0.910810173,Revised Promoter,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,Because godrej is a good company that provides a good product ,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Other occupations
388,06-10-22 10:59,06-10-22 11:12,R_9A0NGNtBfKFqR5T,9.0,Its a reputed brand ,0.130878478,0.766301692,0.10281989,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,Its a well known brand ,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Middle/ Senior management
389,06-10-22 10:47,06-10-22 11:12,R_22RI4tOTh2xnDAI,9.0,It's been a good experience with godrej products,0.001371364,0.017584851,0.981043756,Promoter,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,Godrej has been always good,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Business owner or Industrialist with 50 or more employees
390,06-10-22 11:05,06-10-22 11:12,R_1mk0bx4tMUh6RYw,,Great service ,0.008235929,0.073429056,0.918334961,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Other occupations
391,06-10-22 11:04,06-10-22 11:12,R_3FUsf2CUR7xJ1Qn,,,0.239502162,0.528188825,0.232308999,  ,,100,0.187079951,0.567601323,0.245318696,  ,,,0.187079951,0.567601323,0.245318696,  ,,100,0.187079951,0.567601323,0.245318696,  ,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Middle/ Senior management
392,06-10-22 11:07,06-10-22 11:14,R_DtNVxV9dzH0lPLr,,,0.239502162,0.528188825,0.232308999,  ,,Godrej is old and trusted brand that I know my childhood to till now I always use and remember the qualitative trust that it's great in our ...,0.006375907,0.16300343,0.830620706,  ,,Previously said that Godrej get rosted brand that is an oldest brand,0.006375907,0.16300343,0.830620706,  ,,,0.006375907,0.16300343,0.830620706,  ,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Business owner or Industrialist with 1-49 employees
393,06-10-22 11:10,06-10-22 11:14,R_1IgOWC9YXVpPqDf,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",,Executive-Junior/ Supervisory
394,06-10-22 10:52,06-10-22 11:14,R_1mxsJhIbKFnKUz6,8.0,Very nice product and I am satisfied ,0.002455363,0.016473209,0.981071413,Promoter,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,I used this brand and I am satisfied ,0.239502162,0.528188825,0.232308999,Detractor,Ahmedabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Business owner or Industrialist with 50 or more employees
395,06-10-22 10:58,06-10-22 11:14,R_1I4nLaCEBb9QxP5,6.0,It is a great brand that provides goods for goodmoney value,0.00191588,0.022126764,0.975957334,Revised Promoter,6.0,,0.239502162,0.528188825,0.232308999,Detractor,6.0,It is best brand for furniture ,0.239502162,0.528188825,0.232308999,Detractor,6.0,,0.239502162,0.528188825,0.232308999,Detractor,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
396,06-10-22 10:52,06-10-22 11:15,R_8qMPD13gieizBtv,8.0,I am not using this product then I don't know about it ,0.709777355,0.27756846,0.012654115,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,Godrej furniture is the best ,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Junior/ Supervisory
397,06-10-22 10:50,06-10-22 11:15,R_2R7YO04rAbHxKCN,,,0.239502162,0.528188825,0.232308999,  ,,This is best brand In lock. This compony makes relible products,0.002015888,0.029067658,0.968916416,  ,,Best products makes. And stong products that's can survive more years,0.002015888,0.029067658,0.968916416,  ,,,0.002015888,0.029067658,0.968916416,  ,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Middle/ Senior management
398,06-10-22 11:09,06-10-22 11:15,R_3CUvnSyVpCYwj9u,6.0,Godrej builts great products ,0.012596874,0.213417962,0.773985147,Revised Promoter,6.0,,0.239502162,0.528188825,0.232308999,Detractor,6.0,,0.239502162,0.528188825,0.232308999,Detractor,6.0,Great built quality ,0.239502162,0.528188825,0.232308999,Detractor,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
399,06-10-22 11:09,06-10-22 11:15,R_2gGwzjY5VToPZfz,,It is awesome ,0.003420823,0.025129167,0.971450031,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It is awesome ,0.239502162,0.528188825,0.232308999,  ,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
400,06-10-22 11:03,06-10-22 11:16,R_1JEAtB4inV9eIlB,,,0.239502162,0.528188825,0.232308999,  ,,It is very good brand and I love it ,0.002023383,0.010004736,0.987971842,  ,,It is very good brand and I love it is very good brand and I ,0.002023383,0.010004736,0.987971842,  ,,,0.002023383,0.010004736,0.987971842,  ,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
401,06-10-22 11:02,06-10-22 11:16,R_2OVVGbKuuqR4jTW,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It is trustworthy,0.239502162,0.528188825,0.232308999,  ,,I love it,0.239502162,0.528188825,0.232308999,  ,Pune,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Homemaker (non-gender sensitive),,"Married, with kid(s)","10-15 years old,16-20 years old",,Homemaker (non-gender sensitive)
402,06-10-22 10:36,06-10-22 11:17,R_2tFn68hQwK1Hvpg,,Because my family used this products long time ago.,0.375151426,0.583644211,0.041204408,  ,,"Godrej making locks long time and currently they make good and innovative locks
",0.006129452,0.184745774,0.809124827,  ,,,0.006129452,0.184745774,0.809124827,  ,,,0.006129452,0.184745774,0.809124827,  ,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Middle/ Senior management
403,06-10-22 11:11,06-10-22 11:17,R_2UgC4ZodvyRnQW5,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,,Executive-Junior/ Supervisory
404,06-10-22 11:00,06-10-22 11:17,R_3PFuGiFynFbbb3M,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,I have used this brand ,0.239502162,0.528188825,0.232308999,  ,,I have already used,0.239502162,0.528188825,0.232308999,  ,Lucknow,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
405,06-10-22 10:59,06-10-22 11:18,R_BRNNmdwLMJX5P9v,,,0.239502162,0.528188825,0.232308999,  ,,Godrej products very trusty and traditional quality product,0.006725671,0.247519538,0.745754778,  ,,,0.006725671,0.247519538,0.745754778,  ,,Godrej is good quality and very safe,0.006725671,0.247519538,0.745754778,  ,Kochi,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Married, with kid(s)",Above 20 years old,,Other occupations
406,06-10-22 11:04,06-10-22 11:18,R_10V5DhfHUcJNXfD,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Trusted furniture ,0.239502162,0.528188825,0.232308999,  ,,Trusted company durable items ,0.239502162,0.528188825,0.232308999,  ,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Junior/ Supervisory
407,06-10-22 11:10,06-10-22 11:18,R_3sBXhYhV6fvBUQW,,,0.239502162,0.528188825,0.232308999,  ,,Godrej is a trusted brand and I have been using their products for the past so many years ,0.00472483,0.13633506,0.858940065,  ,,Godrej is a trusted brand which I have been using for the past few years ,0.00472483,0.13633506,0.858940065,  ,,,0.00472483,0.13633506,0.858940065,  ,Ahmedabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Executive-Middle/ Senior management
408,06-10-22 11:12,06-10-22 11:19,R_2TFv7TFhJUxwjIF,5.0,Godrej provides a good brand of item in less price ,0.005418304,0.113725789,0.880855858,Revised Promoter,5.0,Godrej is someone nice item procider,0.007652425,0.193420753,0.79892683,Revised Promoter,5.0,,0.007652425,0.193420753,0.79892683,Revised Promoter,5.0,,0.007652425,0.193420753,0.79892683,Revised Promoter,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Middle/ Senior management
