0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,score,text,text_Negative,text_Neutral,text_Positive,label,score1,text.1,text.1_Negative,text.1_Neutral,text.1_Positive,label1,score2,text.2,text.2_Negative,text.2_Neutral,text.2_Positive,label2,score3,text.3,text.3_Negative,text.3_Neutral,text.3_Positive,label3,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
873,09-10-22 20:23,09-10-22 20:31,R_3PzSjKhHdUEWIpG,8.0,Its a good brand but there is something they lack of innovation ,0.516781092,0.386346489,0.096872412,Detractor,8.0,Nice services ,0.01582874,0.142048642,0.842122614,Promoter,8.0,,0.01582874,0.142048642,0.842122614,Promoter,8.0,,0.01582874,0.142048642,0.842122614,Promoter,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
874,09-10-22 20:26,09-10-22 20:31,R_w4pqZt2XPreNokh,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Hyderabad,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Middle/ Senior management
875,09-10-22 20:22,09-10-22 20:31,R_tVu0NAysapO2iAh,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,This is very good ,0.239502162,0.528188825,0.232308999,  ,,This is very good and interesting ,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Business owner or Industrialist with 50 or more employees
876,09-10-22 20:21,09-10-22 20:31,R_25FVY2Tl2vVHo8s,,Because I use products of this brand,0.068756163,0.756757021,0.174486801,  ,,Because I use it,0.124760278,0.74663347,0.128606245,  ,,,0.124760278,0.74663347,0.128606245,  ,,,0.124760278,0.74663347,0.128606245,  ,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
877,09-10-22 20:21,09-10-22 20:31,R_3shtH1bYPq1p5Zh,,10 out of 10,0.027458532,0.588804185,0.383737266,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Ahmedabad,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Car/ Jeep/ Van",Government official,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,Government official
878,09-10-22 20:10,09-10-22 20:31,R_3nCLZ4qcJfIP9Np,,Because godrej are good and trusted brand and i love this brand they are provide good quality products ,0.001585642,0.014182398,0.984231949,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Because they are provide good quality of products and trusted brand and they are provide good technology ,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
879,09-10-22 20:22,09-10-22 20:31,R_2PtBYay893Vhh2j,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It is very good product ,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
880,09-10-22 20:21,09-10-22 20:31,R_3325LXmVXVxK0kb,,,0.239502162,0.528188825,0.232308999,  ,,"From the timeless Godrej lock, their offerings have evolved to high-end holistic security solutions that today safeguard millions of homes and offices as well as the premises of prestigious institutions like the Reserve Bank of India, the Taj Mahal and other national organizations of importance.",0.00703448,0.417832494,0.575133085,  ,,,0.00703448,0.417832494,0.575133085,  ,,"Locks & Security Solutions
Godrej Locking Solutions & SystemsGodrej Security Solution. For over a century, Godrej has been eponymous with pioneering cutting-edge products and integrated security solutions.From the timeless Navtal lock, our offerings have evolved to high-end holistic security solutions that today safeguard millions of homes and offices as well as the premises of prestigious institutions like the Reserve Bank of India, the Taj Mahal and other national organizations of importance.",0.00703448,0.417832494,0.575133085,  ,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Junior/ Supervisory
881,09-10-22 20:21,09-10-22 20:31,R_2wSOGdD2h3cBpO5,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It is a well known trusted brand,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Chennai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
882,09-10-22 20:25,09-10-22 20:31,R_3D2xuQi3zfoeYDz,9.0,Quality is good,0.010320082,0.12662068,0.863059282,Promoter,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,Quality is nice ,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,Chennai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Married, with kid(s)",10-15 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
883,09-10-22 20:21,09-10-22 20:31,R_2QocOzoxIjIierS,9.0,Because godrej is a good product manager,0.006660308,0.115793101,0.877546549,Promoter,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,Because its products are very good ,0.239502162,0.528188825,0.232308999,Revised Detractor,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,Executive-Middle/ Senior management
884,09-10-22 20:21,09-10-22 20:32,R_3PnqPqmrcQD4uNS,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It's really good brand and quality is amazing.,0.239502162,0.528188825,0.232308999,  ,,It's really good in quality and security.,0.239502162,0.528188825,0.232308999,  ,Chennai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
885,09-10-22 20:22,09-10-22 20:32,R_1pAMG2Z46WMld54,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Good morning and I hope you are having a great time in the next couple of days and I hope you are having a great time in ,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Shop or Store Owner
886,09-10-22 20:13,09-10-22 20:32,R_3fwMChUGqIq798u,8.0,Good brand no fake product good quality ,0.024092397,0.197089061,0.778818548,Promoter,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,8.0,,0.239502162,0.528188825,0.232308999,Detractor,Chennai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,,Student
887,09-10-22 20:10,09-10-22 20:32,R_x5hq5jbtAIQNkit,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Because the furniture is durable and interior design is best,0.239502162,0.528188825,0.232308999,  ,,Very durable and trusted brand,0.239502162,0.528188825,0.232308999,  ,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Middle/ Senior management
888,09-10-22 20:17,09-10-22 20:32,R_Tote2FIPJzZTU0F,4.0,Very good,0.005273812,0.042851713,0.951874495,Revised Promoter,4.0,,0.239502162,0.528188825,0.232308999,Detractor,4.0,,0.239502162,0.528188825,0.232308999,Detractor,4.0,,0.239502162,0.528188825,0.232308999,Detractor,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",16-20 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
889,09-10-22 20:21,09-10-22 20:32,R_ue1nMLyW63kByEh,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,It is a trustworthy brand,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,22-25,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,Executive-Junior/ Supervisory
890,09-10-22 20:25,09-10-22 20:32,R_D0o2arVElxnNHs5,6.0,Godrej products are durable and of good quality,0.003502675,0.079452172,0.917045116,Revised Promoter,6.0,Godrej locks are durable and secure,0.012550799,0.44040373,0.547045529,Revised Promoter,6.0,,0.012550799,0.44040373,0.547045529,Revised Promoter,6.0,,0.012550799,0.44040373,0.547045529,Revised Promoter,Lucknow,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Retired/ unemployed,,"Married, with kid(s)","Below 10 years old,10-15 years old,16-20 years old",,Retired/ unemployed
891,09-10-22 20:22,09-10-22 20:32,R_29vpFWkKOPNE8kl,,,0.239502162,0.528188825,0.232308999,  ,,Locking system is good ,0.00509338,0.056981217,0.937925398,  ,,It's good ,0.00509338,0.056981217,0.937925398,  ,,,0.00509338,0.056981217,0.937925398,  ,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Above 20 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
892,09-10-22 20:22,09-10-22 20:32,R_3rIGyhN49efqu86,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Don't know,0.239502162,0.528188825,0.232308999,  ,Bangalore,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,,Student
893,09-10-22 20:25,09-10-22 20:32,R_9n9x9w1s39NgnRv,,Because easy and trustworthy brand,0.011545034,0.263757676,0.724697351,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Because easy to use and convenient ,0.239502162,0.528188825,0.232308999,  ,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Junior/ Supervisory
894,09-10-22 20:25,09-10-22 20:32,R_1j8ItYsSz7a3VCH,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,50,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Middle/ Senior management
895,09-10-22 20:22,09-10-22 20:32,R_1kZz2CATA4sxsL8,,,0.239502162,0.528188825,0.232308999,  ,,Locking system is good ,0.00509338,0.056981217,0.937925398,  ,,It's good ,0.00509338,0.056981217,0.937925398,  ,,,0.00509338,0.056981217,0.937925398,  ,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Above 20 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
896,09-10-22 20:21,09-10-22 20:32,R_3MA7lrKGA9uejku,,,0.239502162,0.528188825,0.232308999,  ,,Because this brand is trustworthy ,0.006355742,0.23290424,0.760740042,  ,,,0.006355742,0.23290424,0.760740042,  ,,Because I like these brands because of their quality of products ,0.006355742,0.23290424,0.760740042,  ,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","10-15 years old,Above 20 years old",,Executive-Middle/ Senior management
897,09-10-22 20:28,09-10-22 20:32,R_3GvKyQXaXi5amSy,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,,Executive-Junior/ Supervisory
898,09-10-22 20:25,09-10-22 20:32,R_2EvggaNWi3rJh8U,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Because it is good product but does not worth too it price,0.239502162,0.528188825,0.232308999,  ,,Godrej is good company according to me but need some improvement ,0.239502162,0.528188825,0.232308999,  ,Hyderabad,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,,Executive-Middle/ Senior management
899,09-10-22 20:22,09-10-22 20:32,R_b18UhwhFHsyEv5L,,,0.239502162,0.528188825,0.232308999,  ,,Because most of home locks are of goodrej.,0.032877266,0.623425722,0.343696952,  ,,Best quality wood used ,0.032877266,0.623425722,0.343696952,  ,,,0.032877266,0.623425722,0.343696952,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Junior/ Supervisory
900,09-10-22 20:01,09-10-22 20:32,R_3NvM2JBdOo21hWq,,Good brand ,0.015908513,0.220144168,0.763947368,  ,,,0.239502162,0.528188825,0.232308999,  ,,Very trused brand,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Mumbai,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Homemaker (non-gender sensitive),,"Married, with kid(s)",10-15 years old,,Homemaker (non-gender sensitive)
901,09-10-22 20:23,09-10-22 20:32,R_31pdiU1znh6kkjz,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Good to hear from the new year brother too and thanks again for the ,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,Shop or Store Owner
902,09-10-22 20:16,09-10-22 20:32,R_2rYiVmzmqAd5043,7.0,Godrej is the leading brand for consumer durables and is mostly known for locks and keys,0.00525057,0.537666619,0.457082778,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,7.0,Godrej is reputed brand for furniture and home appliances.,0.239502162,0.528188825,0.232308999,Detractor,7.0,,0.239502162,0.528188825,0.232308999,Detractor,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,Executive-Middle/ Senior management
903,09-10-22 20:21,09-10-22 20:32,R_3POhU8zrnoqG9sT,,,0.239502162,0.528188825,0.232308999,  ,,Because lick quality is really good and durable locks,0.007875412,0.092432611,0.899691939,  ,,,0.007875412,0.092432611,0.899691939,  ,,Because give better security according to me.,0.007875412,0.092432611,0.899691939,  ,New Delhi NCR,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), with kid(s)",Below 10 years old,,Student
904,09-10-22 20:25,09-10-22 20:32,R_Or6ULwzyVCyTTjz,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,Due to quality and service of product,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
905,09-10-22 20:21,09-10-22 20:32,R_2amK3J9MULyIJYA,,According to me it's good ,0.008444209,0.112501658,0.879054129,  ,,,0.239502162,0.528188825,0.232308999,  ,,Best in class ,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, no kids ",,,Executive-Junior/ Supervisory
906,09-10-22 20:01,09-10-22 20:32,R_3nkNTboqvKfOzK6,9.0,Godrej have a good quality of product we can trust.,0.003292157,0.075715892,0.920991898,Promoter,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,It have strong security system in average price,0.239502162,0.528188825,0.232308999,Revised Detractor,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,,Executive-Middle/ Senior management
907,09-10-22 20:23,09-10-22 20:32,R_eG11IBiKxwAXwhX,9.0,Godrej has some badass build quality. It's products are very durable,0.003059169,0.048421051,0.948519707,Promoter,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,,0.239502162,0.528188825,0.232308999,Revised Detractor,9.0,"As I said earlier, godrej has a brilliant build quality and has wide range of products.",0.239502162,0.528188825,0.232308999,Revised Detractor,Kolkata,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, no kids ",,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
908,09-10-22 20:26,09-10-22 20:33,R_3qWZpnP1Dh2UZ2m,,,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,,very good,0.239502162,0.528188825,0.232308999,  ,,very good,0.239502162,0.528188825,0.232308999,  ,Chennai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Married, with kid(s)",10-15 years old,,"Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant"
909,09-10-22 20:21,09-10-22 20:33,R_114o9Mo2GYHfHuV,6.0,It's a good brand and this brand provide us a valueable product that's why,0.001828533,0.027164921,0.971006513,Revised Promoter,6.0,It's a awesome brand and provide us a good and value for money product ,0.00166922,0.018076587,0.980254233,Revised Promoter,6.0,,0.00166922,0.018076587,0.980254233,Revised Promoter,6.0,,0.00166922,0.018076587,0.980254233,Revised Promoter,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Executive-Junior/ Supervisory
910,09-10-22 20:21,09-10-22 20:33,R_e4LaG4SEnlnMRrj,,Good quality service expirence,0.02452169,0.232927442,0.74255091,  ,,,0.239502162,0.528188825,0.232308999,  ,,Good quality service experience and skills ,0.239502162,0.528188825,0.232308999,  ,,,0.239502162,0.528188825,0.232308999,  ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,Executive-Middle/ Senior management
911,09-10-22 20:25,09-10-22 20:33,R_299UyNNFXAETaiH,7.0,Good product,0.008658473,0.099322028,0.89201957,Revised Promoter,7.0,Good ,0.027388943,0.235788777,0.736822248,Revised Promoter,7.0,,0.027388943,0.235788777,0.736822248,Revised Promoter,7.0,,0.027388943,0.235788777,0.736822248,Revised Promoter,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,,Executive-Middle/ Senior management
912,09-10-22 20:24,09-10-22 20:33,R_3CHH6LliMEEsjNz,4.0,Because it is very easy to use ,0.005095203,0.072847247,0.922057509,Revised Promoter,4.0,Because it is very good ,0.004072279,0.038455795,0.957471967,Revised Promoter,4.0,,0.004072279,0.038455795,0.957471967,Revised Promoter,4.0,,0.004072279,0.038455795,0.957471967,Revised Promoter,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,,Student
