Unnamed: 0,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,Appliances-Text_Negative,Appliances-Text_Neutral,Appliances-Text_Positive,Locks-Text_Negative,Locks-Text_Neutral,Locks-Text_Positive,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Security-Text_Negative,Security-Text_Neutral,Security-Text_Positive
3,31-08-2022 03:08,31-08-2022 03:50,R_2PtDeOQ7jSZMkC8,,fthg,0.0,,0.0,,,,Kochi,41-45,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,3 people,0.3729844391,0.4980672598,0.1289483756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31-08-2022 21:08,31-08-2022 21:12,R_pmac3PtlCLpoOIx,,,,,,,,,Lucknow,36-40,Male,Graduation/ Post Graduation: Professional,"Ceiling Fan,Two-Wheeler,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Married, no kids ",,2 people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,31-08-2022 21:15,31-08-2022 21:32,R_1QtsGGovmx38mZR,,,,,,,,,Ahmedabad,36-40,Male,Graduation/ Post Graduation: Professional,"LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Government official,15-20 Lacs,"Married, no kids ",,No one (living by myself),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,31-08-2022 21:40,31-08-2022 21:45,R_1l47TTWYyoJNW1R,,as,9.0,,,,,,New Delhi NCR,41-45,Male,Some College (Incl Diploma) but not Grad ,"LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,2 people,0.2486781031,0.5211014748,0.230220437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,01-09-2022 04:07,01-09-2022 04:47,R_1mJhQPJjVUyfvHU,7.0,dfgdfgdfg,,,8.0,,,,Bangalore,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Single (includes divorced/ widowed), with kid(s)","10-15 years old,16-20 years old",2 people,0.4389232099,0.4884406626,0.0726361796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,01-09-2022 04:50,01-09-2022 09:48,R_3Je0gvT2Vv0amwj,,cxvxcv,9.0,,,,10.0,,Pune,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,2 people,0.2275468856,0.5740815401,0.1983715743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,01-09-2022 20:52,01-09-2022 21:03,R_1jVR9xGG6JpYQHe,,,,,,,,,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Shop or Store Owner,15-20 Lacs,"Married, with kid(s)",16-20 years old,No one (living by myself),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,01-09-2022 21:03,01-09-2022 21:04,R_3EKKsMo114DjfFP,,,,,,,,,Bangalore,36-40,Female,Graduation/ Post Graduation: Professional,"Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",No one (living by myself),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,02-09-2022 01:25,02-09-2022 01:34,R_YbKM81o8AT1NLtn,,,,,8.0,,5.0,,Bangalore,31-35,Male,Literate but no formal school/ School up to 4 years,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),15-20 Lacs,"Married, no kids ",,1 person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,04-09-2022 21:44,04-09-2022 21:48,R_SK1EI0VVAlmIXbb,9.0,,8.0,,,,,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,25-30 Lacs,"Married, no kids ",,2 people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,06-09-2022 22:28,06-09-2022 22:46,R_tSuutm1aZ4xugTf,9.0,hjhjhj,,,,,,,Pune,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Importer or Trader,10-15 Lacs,"Married, no kids ",,1 person,0.1718550026,0.717099905,0.1110450774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,08-09-2022 03:13,08-09-2022 03:15,R_3lVQ5VMBOvyyq9D,7.0,9+++,9.0,+,,,,,Kolkata,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)",16-20 years old,2 people,0.0661237538,0.7972931862,0.1365830451,0.1718871593,0.5718345642,0.2562782466,0.0,0.0,0.0,0.0,0.0,0.0
15,19-09-2022 04:08,19-09-2022 04:17,R_1QlNDnRC2mHObt4,6.0,nknk,8.0,as,,,,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Single (includes divorced/ widowed), with kid(s)",10-15 years old,No one (living by myself),0.2657079995,0.5271977782,0.2070942223,0.2486781031,0.5211014748,0.230220437,0.0,0.0,0.0,0.0,0.0,0.0
16,19-09-2022 23:28,20-09-2022 00:26,R_24zXcLDMoZVDYfT,,,,,9.0,as,9.0,no,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, no kids ",,More than 4 people,0.0,0.0,0.0,0.0,0.0,0.0,0.2486781031,0.5211014748,0.230220437,0.3040974736,0.4729691744,0.2229332626
17,26-09-2022 14:58,26-09-2022 15:06,R_30tMKkuccI5zKCU,9.0,asas,,,,,,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Single (includes divorced/ widowed), with kid(s)","10-15 years old,16-20 years old",,0.2611137033,0.5221973062,0.2166888714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,26-09-2022 15:08,26-09-2022 15:14,R_33fpczos0TZzrmQ,,,,,,,,,Mumbai,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,03-10-2022 22:16,03-10-2022 22:27,R_2tL3R0MEkzfSJZU,9.0,jdjjdjdjjd,,,,,,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, no kids ",,,0.2284930348,0.6759001017,0.0956069827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,05-10-2022 01:58,05-10-2022 02:00,R_3HFV5exoRYXgLNx,,,,,,,,,Bangalore,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,05-10-2022 02:03,05-10-2022 02:05,R_3PbmYc7XmZPhi9s,9.0,daw,10.0,dwa,,,,,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, no kids ",,,0.2664656937,0.5106933117,0.2228409946,0.2256525457,0.5550162196,0.2193312347,0.0,0.0,0.0,0.0,0.0,0.0
22,05-10-2022 09:31,05-10-2022 09:37,R_2eQkOyRo0UoDId9,6.0,Nothing,,,,,8.0,Good service,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,0.3022767305,0.5676094294,0.1301139444,0.0,0.0,0.0,0.0,0.0,0.0,0.0145786786,0.1319044977,0.8535168171
23,05-10-2022 09:31,05-10-2022 09:37,R_XiB60afpDckbZst,,,,,10.0,"I like their product quality, always feel very strong and durable at a reasonable price
",,,Kochi,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.002490967,0.0194268171,0.9780822992,0.0,0.0,0.0
24,05-10-2022 09:32,05-10-2022 09:37,R_AcZfzh5W1NYIQxP,,,,,5.0,Because it gives me good services,8.0,It have capacity,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Above 35 Lacs,"Married, no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0122347753,0.109258607,0.8785066605,0.0745278522,0.68797791,0.2374942005
25,05-10-2022 09:32,05-10-2022 09:38,R_2w4AKQp0pTKBDin,,,10.0,Its a trustable brand,,,10.0,Very nice company,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0,0.0,0.0,0.0085817389,0.2402522266,0.7511659861,0.0,0.0,0.0,0.0036562243,0.0284558758,0.9678878784
26,05-10-2022 09:32,05-10-2022 09:38,R_2tgGZaeZcZrNLhI,8.0,good product,,,9.0,good product,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,0.0112398816,0.1015363336,0.8872237802,0.0,0.0,0.0,0.0112398816,0.1015363336,0.8872237802,0.0,0.0,0.0
27,05-10-2022 09:34,05-10-2022 09:39,R_3HTTYnSTBMbZw0U,7.0,because of its durability,,,,,,,Chennai,22-25,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,,0.0649477392,0.7046869397,0.2303653508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,05-10-2022 09:35,05-10-2022 09:39,R_6nHYAxHP7rLeGXL,,,,,,,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Married, no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,05-10-2022 09:32,05-10-2022 09:39,R_pxZERepvuKv9wcN,9.0,It is a premium brand .,10.0,It is high quality brand ,,,,,Chennai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0254012365,0.6194483042,0.3551505506,0.0101529974,0.26164487,0.7282021046,0.0,0.0,0.0,0.0,0.0,0.0
30,05-10-2022 09:30,05-10-2022 09:39,R_3JLBEXeJtOOjO4R,,,10.0,I trust the brand and it's very secure and safe,,,,,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0,0.0,0.0,0.0015196198,0.0498540215,0.9486262798,0.0,0.0,0.0,0.0,0.0,0.0
31,05-10-2022 09:32,05-10-2022 09:39,R_2sXyma0CzxkLSkE,,,,,,,8.0,Godrej is the well known brand of security,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465957634,0.8384851813,0.1149190366
32,05-10-2022 09:32,05-10-2022 09:39,R_eKzlhFr6jBxTZNT,6.0,this is what I heard about it,,,,,,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,,0.097054109,0.8383054137,0.0646404922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,05-10-2022 09:31,05-10-2022 09:40,R_C8D2Ke28FPD1NPr,,,9.0,Because i like that very much due to its best durability and toughness,10.0,Because they provide very modern and good looking furniture,,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",,0.0,0.0,0.0,0.0017493881,0.0321461745,0.9661045671,0.0035834278,0.0567703024,0.9396463037,0.0,0.0,0.0
34,05-10-2022 09:32,05-10-2022 09:40,R_2zJ7SNuKjeRFK4s,,,10.0,Because it is a very good brand and trustworthy ,10.0,Because it is a very good brand and trustworthy ,,,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0.0,0.0,0.0,0.0029607113,0.0526547991,0.9443844557,0.0029607113,0.0526547991,0.9443844557,0.0,0.0,0.0
35,05-10-2022 09:32,05-10-2022 09:40,R_21ySbou1hkdVwk3,,,,,10.0,This is very trusted brand,,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0052336296,0.1902023554,0.8045640588,0.0,0.0,0.0
36,05-10-2022 09:33,05-10-2022 09:41,R_2wMh9tdKEVzyXQe,7.0,Service & availability is poor.,,,,,,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.9186305404,0.0749143586,0.0064552655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,05-10-2022 09:32,05-10-2022 09:41,R_2y967cTpzK05OJo,,,,,10.0,Because I use Godrej ,10.0,Because I like it as I use it.,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0603015572,0.7795830369,0.1601154208,0.0218339358,0.3069424033,0.6712237
38,05-10-2022 09:34,05-10-2022 09:41,R_3D6X9lEkAeLDWt7,8.0,It is best quality products ,,,,,10.0,This is best quality product,Lucknow,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0115446672,0.137400344,0.8510550261,0.0,0.0,0.0,0.0,0.0,0.0,0.0038991969,0.0323746279,0.9637262225
39,05-10-2022 09:33,05-10-2022 09:42,R_1C1qWJZuyFZIS7E,,,,,8.0,Because it’s so nice ,,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0032070449,0.0275936816,0.9691991806,0.0,0.0,0.0
40,05-10-2022 09:31,05-10-2022 09:42,R_YSyboQYA5ea92zD,,,,,9.0,Godrej is having good range of furnitures but little overpriced,10.0,It has wonderful and effective security locks,Pune,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.0,0.0,0.0,0.0,0.0,0.0,0.0280291531,0.2221668363,0.7498040795,0.0060007749,0.0744930506,0.9195061326
41,05-10-2022 09:32,05-10-2022 09:43,R_2xFySDi2jyVdlTQ,2.0,"Because it is bad
",,,,,10.0,Because its build quality is too good. ,Kolkata,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Not working,,"Single (includes divorced/ widowed), no kids ",,,0.9087894559,0.0845957473,0.006614672,0.0,0.0,0.0,0.0,0.0,0.0,0.5768271089,0.3150036335,0.1081692204
42,05-10-2022 09:33,05-10-2022 09:43,R_2BgFh1b7CWiZuLY,,,,,9.0,"Because it is long durable, rang also reason able. ",,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",10-15 years old,,0.0,0.0,0.0,0.0,0.0,0.0,0.0109578623,0.2688960135,0.7201461196,0.0,0.0,0.0
43,05-10-2022 09:35,05-10-2022 09:43,R_O1L1w5QQKpHD7vb,9.0,Because it is a very good company and i like this compaany very much,,,,,,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0.0014893909,0.0106189512,0.987891674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,05-10-2022 09:32,05-10-2022 09:43,R_BRqsIB2w48C8f0B,,,,,,,,,Bangalore,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Above 20 years old,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,05-10-2022 09:31,05-10-2022 09:43,R_3PEIhaZeMrh5Acu,5.0,"because of it's after sales services, not having wide range of products",,,7.0,"doesn't have good design, very old fashioned, quality not good",,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,0.6591442823,0.3218936026,0.0189622547,0.0,0.0,0.0,0.9320223331,0.0620471351,0.0059306654,0.0,0.0,0.0
46,05-10-2022 09:33,05-10-2022 09:44,R_3iVyM8tcZBeKQGQ,9.0,,,,,,10.0,"The new version is a very good thing for a while, but I ",Ahmedabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022833406,0.0258165505,0.9719001055
47,05-10-2022 09:35,05-10-2022 09:44,R_1KeZOzIeUPtCU4M,7.0,Because I have used it's products and according to my experience I have rated it,,,,,8.0,Because I like its products and services ,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Government official,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0483225584,0.7432748675,0.2084026337,0.0,0.0,0.0,0.0,0.0,0.0,0.0090085473,0.1260097623,0.8649816513
48,05-10-2022 09:39,05-10-2022 09:45,R_Dr5wFb4G01yPvvr,9.0,I prefer other brands,,,,,,,Kochi,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.0794795603,0.6071380973,0.313382417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,05-10-2022 09:33,05-10-2022 09:45,R_eEYym5J5vjzQDLj,8.0,"I heard from my friend, personally don't used.",,,9.0,I personally don't used ,,,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,,0.2388326228,0.7205392122,0.0406281613,0.0,0.0,0.0,0.4685489535,0.495724231,0.0357268453,0.0,0.0,0.0
50,05-10-2022 09:32,05-10-2022 09:45,R_3lzfWHrUPk0wKO2,8.0,Their products are good but lack in finish look.,,,,,10.0,Godrej is No. 1 in Safe and Security Product.,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",Above 20 years old,,0.3575182259,0.4331766069,0.2093051523,0.0,0.0,0.0,0.0,0.0,0.0,0.008220356,0.4370860755,0.5546936393
51,05-10-2022 09:32,05-10-2022 09:45,R_2PAaNaWbzK0L0DV,10.0,it is a reputed company,,,10.0,it is safe and secure,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,0.0723134801,0.8190432191,0.1086432561,0.0,0.0,0.0,0.0128749358,0.2939305902,0.6931945682,0.0,0.0,0.0
