,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
171,06-10-22 9:22,06-10-22 9:33,R_3O0ujP2D7COpVQl,8,I GAVE ACCORDING TO ITS CUSTOMER SERVICE,,,,,,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
172,06-10-22 9:24,06-10-22 9:33,R_7PTzcS5ACtAqVdD,,,,,,,8,Godrej is a good brand but price bracket is more,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,
173,06-10-22 9:25,06-10-22 9:33,R_3Jhfw0fDQM5n4vX,,,,,10,"Product is very good,long lasting ",9,Good opinion about products,Chennai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
174,06-10-22 9:21,06-10-22 9:33,R_8oJGEDYRQ1pgoUx,,,10,I like godrej brand and that's too good ,,,10,I like godrej brand that's too good and safe,Kochi,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
175,06-10-22 9:25,06-10-22 9:33,R_2dipqvals2YalEg,5,I don't like Godrej products,,,,,,,Ahmedabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,
176,06-10-22 9:19,06-10-22 9:34,R_1mLgPkmleoyBUj7,,,,,,,7,Because it's so good and easy relaxing,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Importer or Trader,5-10 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
177,06-10-22 9:23,06-10-22 9:35,R_2SJGb1tbFhN86DR,8,I like their service,,,9,I like their services,,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
178,06-10-22 9:28,06-10-22 9:36,R_2y7cKdetO20XbwF,,,10,Because it's services are excellent ,8,It's services are too trustworthy ,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,30-35 Lacs,"Single (includes divorced/ widowed), no kids ",,
179,06-10-22 9:22,06-10-22 9:36,R_bIxxGOcHF4GGKlz,10,Because Godrej give us very good service ,,,10,Because of build quality ,,,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
180,06-10-22 9:29,06-10-22 9:36,R_22yn4oeSTijOkvs,,,,,,,,,New Delhi NCR,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Washing machine,Personal computer/ Laptop",Shop or Store Owner,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
181,06-10-22 9:22,06-10-22 9:36,R_3mkuWaUGLwFcgsT,,,,,9,Because of wide variety of furniture and good quality ,10,Because of good features and good system ,Bangalore,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,
182,06-10-22 9:21,06-10-22 9:37,R_1F8qgXxU0E2Fa5P,,,,,10,Godrej is the brand for standard locks and smart home system ,,,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
183,06-10-22 9:15,06-10-22 9:37,R_1INkiqwkjPtpjXN,,,10,I like it,,,10,I like it,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
184,06-10-22 9:24,06-10-22 9:38,R_24rdf8lS1rVP871,,,10,It's a old and trusted brand I frequently listen this brand from my childhood still at home we are using only this brand locks,10,It's a famous brand and good quality and very sustainable products,,,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)","Below 10 years old,10-15 years old",
185,06-10-22 9:10,06-10-22 9:38,R_2EnNVTbnbz1Wmzk,,,,,9,Godrej is a one of most and reliable products in market. ,8,Godrej home locker is easy to use and good quality product.,Chennai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,
186,06-10-22 9:27,06-10-22 9:38,R_1LRL5A4USgAh1qi,,,,,,,,,Pune,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,
187,06-10-22 9:22,06-10-22 9:39,R_1l3lrq3HZPN1NOF,7,"Godrej Group is rated 4.0 out of 5, based on 5.0k reviews by employees on AmbitionBox. Godrej Group is known for Job Security which is rated at the top and given a rating of 4.1. However, Career growth is rated the lowest at 3.3 and can be improved.",,,,,10,"Godrej Group is rated 4.0 out of 5, based on 5.0k reviews by employees on AmbitionBox. Godrej Group is known for Job Security which is rated at the top and given a rating of 4.1. However, Career growth is rated the lowest at 3.3 and can be improved.",Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
188,06-10-22 9:24,06-10-22 9:39,R_2S99yvAQy6nPmgl,8,Because it has long lasting products and it has good customer service ,,,10,It has long lasting products and it has good customer service ,,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,
189,06-10-22 9:26,06-10-22 9:39,R_qECqmaJN0Wk1ueJ,,,,,8,Itbis very good and quality is excellent ,7,Godreh products has good quality ,Hyderabad,46-50,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Above 20 years old,
190,06-10-22 9:25,06-10-22 9:39,R_2f2IYwEnSIjNG8c,,,,,,,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
191,06-10-22 9:29,06-10-22 9:39,R_3MF0g6GjyYnS1z6,5,Godrej is a renowned brand,,,,,,,Mumbai,22-25,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
192,06-10-22 9:14,06-10-22 9:40,R_3kM1fDRT3U6VM4z,9,"Product range is not that wide
",,,10,Sturdy and durable. The brand is reliable. ,,,Kolkata,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",16-20 years old,
193,06-10-22 9:29,06-10-22 9:40,R_z7H6MfAG6hYe3jH,7,I know about it ,,,9,I know about it little,,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
194,06-10-22 9:20,06-10-22 9:40,R_31Yh5zTTAH6QYJT,,,,,8,It's gobal and has a reputation of quallity products,,,Bangalore,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
195,06-10-22 9:30,06-10-22 9:40,R_7WZOVFSvWYlSD3b,10,It's a good brand and trustworthy brand,,,,,,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
196,06-10-22 9:29,06-10-22 9:41,R_3dJQuj4mC4cK1fo,5,Because it gave me an average opinion on using that products,,,,,9,It give me good impression on using it,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,
197,06-10-22 9:24,06-10-22 9:41,R_1QlKmVg0WKifXjo,10,its well known Brand we are using from childhood ,,,,,10,as i said from childhood we are using Godrej product ,Ahmedabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
198,06-10-22 9:16,06-10-22 9:41,R_2PiNeYdy6DI6lEc,,,10,i personally use locks of godrej....till now there is no complaint ,5,i didnt got that nice reviews in family circle....,,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
199,06-10-22 9:28,06-10-22 9:41,R_3qIMDtZB7lgnS7E,10,Good products ,,,,,10,Good product ,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
200,06-10-22 9:29,06-10-22 9:42,R_1mVgpUDWXowQ5tm,9,Very good product ,,,8,Very good quality ,,,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,Below 5 Lacs,"Married, no kids ",,
201,06-10-22 9:30,06-10-22 9:42,R_1M69WamVNLrVLzV,10,its a trusted brand from long and it always proves,,,10,trusted brand for long time,,,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
202,06-10-22 9:32,06-10-22 9:42,R_2fkEHdbgU7oXTJx,10,because its a good brand ,,,,,10,its a good brand ,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
203,06-10-22 9:26,06-10-22 9:42,R_3Ga0cQxGIQFjpM6,10,,,,,,,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Married, no kids ",,
204,06-10-22 9:13,06-10-22 9:43,R_2YGt86iRSGeREqO,4,"Good material,long lasting,easy to use,
Comfortable ",,,6,"Easy to use,long lasting , easily available, comfortable ",,,New Delhi NCR,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,
205,06-10-22 9:23,06-10-22 9:43,R_3LhWnc8P37wDK3O,,,,,10,Bcz its really good product ,,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
206,06-10-22 9:12,06-10-22 9:43,R_b8fNuDYsEy5M0ZH,10,This brand look is great and very very nice design model . comfort my home alliance ,,,10,Godrej brand is very very great brand.manny people review in best brand ,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Above 20 years old,
207,06-10-22 9:37,06-10-22 9:44,R_3nOuYa4xLVOlXTv,,,,,,,,,Chennai,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
208,06-10-22 9:36,06-10-22 9:44,R_27O0A8eiVAHhZWl,10,Because i like the product,,,,,,,Mumbai,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Shop or Store Owner,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
209,06-10-22 9:31,06-10-22 9:44,R_PRFEZgfZ2dDYZLX,9,The brand has numbers of products and items. ,,,,,9,It has hygienic Products and quality matters . ,Hyderabad,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
210,06-10-22 9:32,06-10-22 9:45,R_Ampk33a02a3y38B,8,Good quality,,,9,Good quality,,,Chennai,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",16-20 years old,
211,06-10-22 9:07,06-10-22 9:45,R_1oyZFXQGNciC1BO,,,9,Because I use godrej brand several years the product quality and durability was awesome so i give that score.,9,Because I used Godrej Brand Many years so i definitely trust the brand and the products quality and durability.,,,Chennai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
212,06-10-22 9:21,06-10-22 9:46,R_2SoaELvz9eu3g2D,,,,,9,Very trustable brand ,9,Very trustable brand ,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
213,06-10-22 9:39,06-10-22 9:46,R_2EfY2xbTL1j0rpi,,,,,3,It's a good brand,4,It's has good quality,Mumbai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
214,06-10-22 9:44,06-10-22 9:48,R_1hHhPQFKxbP2MzL,10,It has wider products,,,,,9,It is useful ,Chennai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
215,06-10-22 9:22,06-10-22 9:49,R_3MzH3yOCy8BnibS,10,Godrej is old and gold brand products always satisfied ,,,10,Godrej is old branded company godrej product very strong and best ,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
216,06-10-22 9:42,06-10-22 9:50,R_1Hir5VVigPS7hI7,,,10,Very nice and premium products,,,10,Digital safe pro locker,Kolkata,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
217,06-10-22 9:43,06-10-22 9:50,R_3KBbZmeOB5Nwb9t,6,It has average durability ,,,7,Other brands have more better products and options ,,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
218,06-10-22 9:29,06-10-22 9:50,R_pxXIeOd52V9ozGp,7,Had experience with that. ,,,6,Because of experience I had with it.,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
219,06-10-22 9:40,06-10-22 9:51,R_RqTj2o5uM2MvWfL,8,,,,,,10,,Chennai,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)",10-15 years old,
220,06-10-22 9:30,06-10-22 9:52,R_2lvkzd6DOGXASXf,10,Because it had wide range of home appliances that had good quality.,,,10,Because it is a big brand with exclusive items with affordable price and customer taste.,,,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
221,06-10-22 9:22,06-10-22 9:52,R_1EcdyTtmrBWwtzC,7,It is very good quality ,,,,,9,It's very good quality.,Hyderabad,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
222,06-10-22 9:43,06-10-22 9:53,R_271zQRSz3AZFcBI,,,10,Trusted brand ,,,10,It is very ,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
223,06-10-22 9:46,06-10-22 9:54,R_129MbKv522ychlI,,,,,5,EXCELLENT,6,GOOD,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
224,06-10-22 9:45,06-10-22 9:54,R_eb8GETB7d4qA3fj,9,Because of godrej is allways a good brand ,,,,,,,Kolkata,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
225,06-10-22 9:48,06-10-22 9:55,R_D30aZRh30kf3NIZ,,,,,10,Quality,9,Type of products,Kochi,31-35,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Single (includes divorced/ widowed), with kid(s)",16-20 years old,
226,06-10-22 9:46,06-10-22 9:55,R_33lREoNpPeuz1IP,10,Good brand ,,,,,10,Reputed branded products ,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
227,06-10-22 9:36,06-10-22 9:55,R_11gUzPqB4FMvCbO,,,,,9,Godrej is the trusted brand,10,Godrej is the most trusted brand that i can recommend to others,Mumbai,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
228,06-10-22 9:36,06-10-22 9:56,R_3ENnfZzmIrgGsf7,,,10,It has excellent services and reliable products,,,10,Because it has best services and excellent products,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
229,06-10-22 9:24,06-10-22 9:57,R_1FtTwD7kEBu89ne,8,I love godrej,5,I love it that's why,,,,,Kolkata,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",10-15 years old,
230,06-10-22 9:45,06-10-22 9:57,R_31BjgKflCoZdQVF,7,Good products  but improve some features ,,,5,Need improve their shopping sites and shops,,,Hyderabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
