,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
889,09-10-22 20:21,09-10-22 20:32,R_ue1nMLyW63kByEh,,,,,9,It is a trustworthy brand,,,New Delhi NCR,22-25,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
890,09-10-22 20:25,09-10-22 20:32,R_D0o2arVElxnNHs5,6,Godrej products are durable and of good quality,7,Godrej locks are durable and secure,,,,,Lucknow,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Retired/ unemployed,,"Married, with kid(s)","Below 10 years old,10-15 years old,16-20 years old",
891,09-10-22 20:22,09-10-22 20:32,R_29vpFWkKOPNE8kl,,,10,Locking system is good ,10,It's good ,,,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Above 20 years old,
892,09-10-22 20:22,09-10-22 20:32,R_3rIGyhN49efqu86,,,,,,,5,Don't know,Bangalore,18-21,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), no kids ",,
893,09-10-22 20:25,09-10-22 20:32,R_9n9x9w1s39NgnRv,10,Because easy and trustworthy brand,,,,,10,Because easy to use and convenient ,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, with kid(s)",10-15 years old,
894,09-10-22 20:25,09-10-22 20:32,R_1j8ItYsSz7a3VCH,,,,,5,,,,Chennai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",10-15 years old,
895,09-10-22 20:22,09-10-22 20:32,R_1kZz2CATA4sxsL8,,,10,Locking system is good ,7,It's good ,,,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",Above 20 years old,
896,09-10-22 20:21,09-10-22 20:32,R_3MA7lrKGA9uejku,,,9,Because this brand is trustworthy ,,,9,Because I like these brands because of their quality of products ,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","10-15 years old,Above 20 years old",
897,09-10-22 20:28,09-10-22 20:32,R_3GvKyQXaXi5amSy,,,,,,,,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,
898,09-10-22 20:25,09-10-22 20:32,R_2EvggaNWi3rJh8U,,,,,7,Because it is good product but does not worth too it price,9,Godrej is good company according to me but need some improvement ,Hyderabad,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
899,09-10-22 20:22,09-10-22 20:32,R_b18UhwhFHsyEv5L,,,10,Because most of home locks are of goodrej.,10,Best quality wood used ,,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
900,09-10-22 20:01,09-10-22 20:32,R_3NvM2JBdOo21hWq,10,Good brand ,,,10,Very trused brand,,,Mumbai,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Homemaker (non-gender sensitive),,"Married, with kid(s)",10-15 years old,
901,09-10-22 20:23,09-10-22 20:32,R_31pdiU1znh6kkjz,,,,,10,Good to hear from the new year brother too and thanks again for the ,,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
902,09-10-22 20:16,09-10-22 20:32,R_2rYiVmzmqAd5043,7,Godrej is the leading brand for consumer durables and is mostly known for locks and keys,,,8,Godrej is reputed brand for furniture and home appliances.,,,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
903,09-10-22 20:21,09-10-22 20:32,R_3POhU8zrnoqG9sT,,,10,Because lick quality is really good and durable locks,,,10,Because give better security according to me.,New Delhi NCR,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Student,,"Single (includes divorced/ widowed), with kid(s)",Below 10 years old,
904,09-10-22 20:25,09-10-22 20:32,R_Or6ULwzyVCyTTjz,,,,,8,Due to quality and service of product,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
905,09-10-22 20:21,09-10-22 20:32,R_2amK3J9MULyIJYA,10,According to me it's good ,,,9,Best in class ,,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,15-20 Lacs,"Married, no kids ",,
906,09-10-22 20:01,09-10-22 20:32,R_3nkNTboqvKfOzK6,9,Godrej have a good quality of product we can trust.,,,,,10,It have strong security system in average price,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,
907,09-10-22 20:23,09-10-22 20:32,R_eG11IBiKxwAXwhX,9,Godrej has some badass build quality. It's products are very durable,,,,,7,"As I said earlier, godrej has a brilliant build quality and has wide range of products.",Kolkata,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, no kids ",,
908,09-10-22 20:26,09-10-22 20:33,R_3qWZpnP1Dh2UZ2m,,,,,10,very good,10,very good,Chennai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Married, with kid(s)",10-15 years old,
909,09-10-22 20:21,09-10-22 20:33,R_114o9Mo2GYHfHuV,6,It's a good brand and this brand provide us a valueable product that's why,10,It's a awesome brand and provide us a good and value for money product ,,,,,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
910,09-10-22 20:21,09-10-22 20:33,R_e4LaG4SEnlnMRrj,10,Good quality service expirence,,,6,Good quality service experience and skills ,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
911,09-10-22 20:25,09-10-22 20:33,R_299UyNNFXAETaiH,7,Good product,10,Good ,,,,,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,
912,09-10-22 20:24,09-10-22 20:33,R_3CHH6LliMEEsjNz,4,Because it is very easy to use ,9,Because it is very good ,,,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,
913,09-10-22 20:21,09-10-22 20:33,R_25Refy0Qbq7M8eq,10,Fast speed,,,,,9,Efficiency,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
914,09-10-22 20:15,09-10-22 20:33,R_2Vg9XoNJ91kcA8e,10,Because i used their refrigerator.. and their costumer service is so good,,,,,10,I've heard of their lockers are amazing,Lucknow,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Married, no kids ",,
915,09-10-22 20:22,09-10-22 20:33,R_3I4rHp25LgNZuoZ,6,It has quality products ,,,,,8,Provides reliable products ,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
916,09-10-22 20:14,09-10-22 20:33,R_WAqTBMvQ34wZ3Wh,8,"It was very useable
",,,,,10,It was very safety,Chennai,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
917,09-10-22 20:21,09-10-22 20:33,R_2EAy3Jz25ZIoxpC,,,7,I know some about it. Not much,,,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
918,09-10-22 20:19,09-10-22 20:33,R_4I8qS49dkUFZmBb,9,It's an old brand in market and have some reliable and good quality products ,,,10,"Because it has products which last long and are of good quality, more choices available as per my need",,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
919,09-10-22 20:19,09-10-22 20:33,R_21navnrA6q7iCJS,6,"One and only problem witg godrej is, they consume more power",,,,,7,In my opinion their material is not that good,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Service (Rural or Urban),10-15 Lacs,"Married, with kid(s)",Below 10 years old,
920,09-10-22 20:21,09-10-22 20:33,R_1kNwg8ANbbQhv5e,,,10,Good quality expernce,10,Very good servise expireence,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
921,09-10-22 20:21,09-10-22 20:33,R_1i8TV7Rww0xApbw,9,"They provide excellent,and good quality products ",10,Vee good quality products available with àffordable price ,,,,,Bangalore,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
922,09-10-22 20:22,09-10-22 20:34,R_3DhEb7GftwafRrX,7,It's good ,,,,,7,It's nice,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Married, with kid(s)",10-15 years old,
923,09-10-22 20:29,09-10-22 20:34,R_1di9whhcnVBbMl3,,,,,9,because i used their products and they are good,,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
924,09-10-22 20:21,09-10-22 20:34,R_1mhmh4Jf6Gh1FUa,,,9,It's too good,,,9,Good,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Below 10 years old,
925,09-10-22 20:26,09-10-22 20:34,R_1pAJQgInBCwiMcU,10,It is important because they have been working with people,,,,,10,Gidxkf9dkyydorf07,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
926,09-10-22 20:27,09-10-22 20:34,R_Ol1Nd7gwFjtB73z,10,Good product ,,,,,10,Good product with the brand reputation ,Mumbai,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
927,09-10-22 20:19,09-10-22 20:34,R_3OppyxiQi3dSAKi,,,,,10,its unique brand i fully satisfied ,10,godrej brand usefully many people ,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Above 35 Lacs,"Married, with kid(s)",10-15 years old,
928,09-10-22 20:29,09-10-22 20:34,R_1poseImeUUMFrpe,,,,,10,It's always a good person to be a good person to ,,,Hyderabad,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
929,09-10-22 20:29,09-10-22 20:34,R_uwZ7FWxIqHr8nzr,,,,,10,,,,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
930,09-10-22 20:30,09-10-22 20:34,R_1jZdQ9nRV4NxVmz,,,,,,,,,Hyderabad,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
931,09-10-22 20:30,09-10-22 20:34,R_1dMOC3svMWsQbWb,,,,,,,7,It is strong ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
932,09-10-22 20:29,09-10-22 20:34,R_2TTc1a8IcCVbatS,,,,,8,I dont like the quality,,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
933,09-10-22 20:21,09-10-22 20:34,R_1LbSkptQLTvukhH,,,,,9,,,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Government official,5-10 Lacs,"Married, with kid(s)","Below 10 years old,16-20 years old",
934,09-10-22 20:18,09-10-22 20:34,R_1mrsxl6BTByzEMK,,,,,9,The quality is very good,9,Very good product,Kolkata,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Shop or Store Owner,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
935,09-10-22 20:17,09-10-22 20:34,R_YQc5VK06IGQw2yZ,,,10,It is a trusted brand that is designed well and always bring innovative ideas,10,It is more trusted brand and well known and also brings latest ideas,,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
936,09-10-22 20:30,09-10-22 20:34,R_1OTxnz4hFWdF8CS,,,,,9,Love it,7,I love it,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",
937,09-10-22 20:22,09-10-22 20:34,R_Wwk7kRJ3La7YyXv,6,Because it's an old company with a name,,,7,Because it has an established name,,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
938,09-10-22 20:21,09-10-22 20:34,R_2w14zF8vbyd7JqY,10,beacuse godrej is bestcompany in large wlwtronic products there are good lnowlwdgeble products manufacture,,,10,They are nake good very products in this market capvity,,,Kolkata,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
939,09-10-22 20:17,09-10-22 20:35,R_31uU129H9sGdmuz,10,It is very trusted barad. And durable.,,,10,It's a very trusted brand. And durable.,,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
940,09-10-22 20:25,09-10-22 20:35,R_2VlRU2HbSFTBMOH,,,10,It is very good in terms of design and features.,,,9,Security is very good,Bangalore,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
941,09-10-22 20:30,09-10-22 20:35,R_2tJ5FtOdaMEcg1S,,,,,,,,,Kolkata,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
942,09-10-22 20:28,09-10-22 20:35,R_yI6mBidRRvx78jf,7,They provide quality services and products.,,,,,7,That provide premium quality products.,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
943,09-10-22 20:28,09-10-22 20:35,R_2CQzwtt2cLjYePR,,,8,Because it is very helpful and very grateful for me,,,,,Ahmedabad,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",Below 10 years old,
944,09-10-22 20:25,09-10-22 20:35,R_1dcxIDAUXTBe9rs,3,"Its only average, theres better brands out there",,,0,Its not that good,,,Kolkata,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",Below 10 years old,
945,09-10-22 20:20,09-10-22 20:35,R_ApTug8IoFxIvC01,10,Godrej product is very good .,,,,,9,Godrej home security items are good for home,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
946,09-10-22 20:25,09-10-22 20:35,R_2VBKGLD8CodXQFH,6,Better quality ,,,6,Better quality ,,,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
947,09-10-22 20:25,09-10-22 20:35,R_3EgLwRrwskvNq6g,,,,,,,6,Because the company is trustworthy and I have used them and they were excellent ,Pune,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",10-15 years old,
948,09-10-22 20:23,09-10-22 20:35,R_DhL1b9xDxJGyyu5,,,,,7,Nice service with reasonable price ,9,Very nice service and affordable rates ,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 50 or more employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
949,09-10-22 20:22,09-10-22 20:35,R_2fCzDEGd0PNe0PC,,,,,10,Godrej is a very popular brand which have a market value and it's product quality is so much batter than other.,10,Godrej s avery popular brand and it have a market value it's product quality is batter than others.,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, no kids ",,
